"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Robot_Chikn_n_a_Biscuit","23 January 2024","Bizarre, fourth season.Someone thought it would be okay to recreate/rewrite the Fortitude series, for an American audience. This certainly seems to be almost the same series, with a few different plot twists. Mining town, supernatural deaths, awaking an ancient disease? Check out Fortitude, if you have not seen it- it is on Prime.The 4th season of True Detective could have been much more original.I will add this- I reviewed almost all of the 4th season comments and could not find where anyone else noticed this- there is a bizarre connection between season 1, episode 1 (opening scenes) and almost all of season 4.... What is it, you ask? The bizarre tattoo/symbol that season 4 suggests means ""thin ice."" Go back and watch season 1 episode 1, after watching season 4, and see if you can find it.Another strange tie in from season 1 and season 4- Lone Star beer. I thought it was odd to see the beer in season 4.McConaughey's character, when being questioned, ""start asking the right (expletive) questions!""Foster's character, repeatedly says, ""start asking the right (expletive) questions!""McConaughey's character grew up in Alaska.I give, there are simply way too many tie ins.I am going to boost my rating of the entire series, because I see a significant tie in across the whole anthology coming. That is certainly intriguing.Otherwise, I do not but, ""The Guardian's"" review of the 4th season that basically says, ""if you do not like this you must be male."" What a load of crock. Perhaps, just maybe, the author of the 4th season could have come up with something original.","
            7/10
            "
"latinfineart","6 September 2015","Not sure how you create a masterpiece such as season one, and then lose you way, to the extent they did, with season two. I realize it must be ridiculously difficult to follow up something like season one, which is as good as television has been in decades. It was monumental. The writing was superb. The monologues were gorgeous. Not so with season two. It felt as if the writing team had left the room. There was only one monologue in one episode that made me even sit up and take notice. Vaughn was excellent. He really did a good job. But, he did not have that much to work with. And the ending? Come on. They could have done a lot better than that. They did what they could to match the darkness of season one. But, they could simply not create the kind of environment they created in the Bayou, in Los Angeles. It felt like a sort of contrived darkness. And by using scenes of downtown Los Angeles, as the city of Vinci, they kind of lost me. It was not enough of an effort. Kind of a sad follow up. Just did not have the heart and soul of the first season.","
            10/10
            "
"UniqueParticle","1 April 2019","Love everything about this crime/mystery show except Season 2 was a disaster in many ways! Seasons 1 & 3 were extremely well done. Best writing; many geniuses involved glad they learned their lesson with Season 2 by improving Season 3 up so many notches -- sorry I'm a little quirky!","
            10/10
            "
"unofficialmsm","4 February 2024","Season 1 - great but even for all the hype, a lot of things were left open or ignored/up the viewer, when a lot more could have been exploredSeason 2 hard act to follow, not as good for many reasons but still a pretty strong showingSeason 3 arguably the real best season but season 2 stopped a lot watching it, great acting, unique story, all paid off at the endSeason 4 - so far utter trash, the exposition, the acting, the unbelievable storyline, the terrible CGI, far too many usages of real music you'd think it was a zack Snyder movie.So TLDR watch s1 and s3, at a push watch s2 and skip season 4.","
            6/10
            "
"gmak-70756","17 January 2024","I love Jodie Foster but this is just not that engaging and maybe its because the first seasons were so fantastic that they are hard to beat. It started out odd and with the typical white race gibberish which I am so sick of hearing about. It's a little too out there and x files like. Was not a fan of that show either. When I watch a detective show, I want it to be extraordinary, meaning that it could be believable but on the edge of being extra.I am hoping it will take a turn to make it better. Did they make a change with the writers from the other seasons? If so, please bring them back. When you have so many people liking something, why do you feel a need to change it? Same thing with Mindhunter. This was a fabulous show but they aren't making any new seasons. Why?","
            4/10
            "
"donleon12000","29 January 2019","This is even worse than the second season, but HBO at least tried something new back than. Well, what you get here is strictly back to the roots. Because the producers be fooled into believing that the former trick was the kind of narration-style, ...telling the story by those questioners. Therefore the same ingredients, the very similar music, the exact same brand overall - like presenting an old story on a used bowl. (The same mistake that Westworld made)But even if every detail seems to be back on track, nothing matches any more. Particularly the interaction between the new guys in relation to Rust and Marty. They drove a blazing touch of buddymovie despite the tragedy around - that was the truth in that detective-story. Now it goes the wrong way round...tragic of course, kids are missing, but no humor inside.As much as I devoured the first season, I can not swallow this. Yes, good filmed, well plottet and all homework done:Anxious and intense kind of boredom","
            10/10
            "
"TheMara61","7 February 2019","I can't take it anymore. I was patient with Season 3, very, very patient, too patient. That, because: since Season 1, I cannot look at a lawnmower without imagining some creepy murderer driving it - that's how powerfull the cinematic universe was there, like the issue with the shower-curtain in Psycho.I gave Mr Pizzolatto the space to unravel his talent, over 4 episodes, not counting the farse that was unwatchable (Season 2). I complied with and tolerated him doing the pastiche of season 1 in season 3 - the same ritualistic child abductors/creepy manufactured toys similar to the twigs-traps in season 1/tormented detectives. But while watching episode 5 (which was announced as a huge revelation beforehand) I mean WHILE, DURING THE EPISODE- instead of following the darn story, I found myself surfing the net searching for opinions. Because my esteem for the show was fastly dropping under the tolerable line.There are lots of ways of telling the story of two detectives. Even when using a pastiche. I believe that Mr. Pizzolatto exhausted every drop of creativity and this masquerade should end here - no more True detective failed attempts, please.","
            10/10
            "
"Ngal-188-118651","3 March 2019","Liked season one, Loved season 2, struggled through season 3. I get the great acting, cinematography and long moody scenes. However I just felt the music was so dramatic for season 3 and hardly anything happened! Even the finale was a huge anti climax. I found myself always expecting something amazing to happen and it just fell short.... dull as dish water. Don't let season 3 put you off watching the other two. Disappointed!","
            6/10
            "
"corrado-prizzi","10 February 2024","This is all just my opinion:
Season 1 was some of the finest drama and acting I've ever seen.Season 2 was somewhat maligned, but I was very impressed.Season 3 was slower, but also a fine production.Season 4. Right...Lucy Man-gun in the Guardian gave it full 5/5 after the first episode. Because the leading roles are female. Yep. She actually wrote that Season 1 was woefully male-heavy and therefore Season 4 was already the best season of True Detective. As usual, where Ms Man-gun is concerned, I suspected it would be the complete opposite of how she rates absolutely everything.Season 4 of this farce of a TD series shows another thing I've thought for a while: Jodie Foster is pretty mediocre. She thinks grimacing is all she needs to do. Oh! What a misogynist I must be.So, cast gender to one side. The story line of TD S04 is simply ludicrous. How on earth did this ever get approved? Talk about how to destroy a legacy. It's a turd in the pool.","
            1/10
            "
"FeastMode","26 August 2019","Season 1: 8 (1 viewing)
Season 2: 7 (1 viewing)
Season 3: 5
eh. not as intriguing, the story didn't grip me. really slow. (1 viewing)","
            7/10
            "
"phlexss","6 February 2024","I never thought this would happen, but S4 of TD is a fantasy horror show, not a detective show.I absolutely loved S1, Woody and Matthew were truly amazing and the writing was superb. S2 I liked a lot less because I couldn't really keep track of what was going on.....and S3 I also really liked.But S4.....apparantly it's now quite normal that common people see dead people or ghosts a lot of times and these dead people/ghosts even give real-life hints as to what is going on or where things are. Does anyone think actual sane people regularly see dead people walking or horror ghosts standing right in front of them? Or seeing (none existing!?) wet footprints on the floor leading to an important location? If this is supposed to be some expression of their subconscious then how can they see things they couldn't possibly know!?And how about that one screaming corpsicle on the ice? Apart from it being very very unrealistic (just a cheap horror scare really), I still don't know if that person is alive or not.....I remember something about him being in the hospital? .....but they never came back to this so I have no idea.It's such a shame that so much is about interpersonal (and boring) drama and not about the mystery of the crime....not much detectiving going on. So far we don't even know if there even was a crime.....just a bunch of people frozen on the ice....I don't really care anymore how everything will be resolved in the end because of the way we will have gotten there.....","
            5/10
            "
"wang-01639","17 January 2024","Season 4 EP1 left me utterly dissatisfied, falling far short of the expectations set by its predecessors. The once-gripping crime drama seems to have lost its way, and one of the glaring missteps is the unnecessary distraction caused by a character's ridiculous facial piercings.From the outset, it was apparent that Season 4 was struggling to find its footing. The storyline lacked the depth and intricacy that made the earlier seasons memorable. Instead of a compelling narrative, viewers were treated to a meandering plot that failed to engage. It felt like the writers were simpy checking off DEI boxes - leading to a series of disjointed events that did little to contribute to the overall story arc.What's even more bizarre is the decision to introduce a character with distracting facial piercings. While creative choices can enhance a show, these piercings did nothing but divert attention from the storyline. Instead of immersing myself in the mystery at hand, I found myself fixated on the absurdity of these unnecessary adornments. The facial piercings seemed like a desperate attempt to inject edginess into the show without any regard for coherence or narrative impact. Rather than contributing to character development or enriching the storyline, they felt like a cheap gimmick that only served to undermine the seriousness of the crime drama.TD was once known for its ability to weave intricate plots and delve into the complexities of its characters. Season 4, unfortunately, failed to deliver on these fronts. The distracting facial piercings only highlighted the lack of substance in the storytelling, leaving me questioning the direction the series has taken.","
            2/10
            "
"grkmsptgt","20 February 2024","Season 4 is a big disappointment compared to the previous three seasons. I rated it a 2 and not a 1 just because of the well-hit atmosphere and promising start. There was potential, but as the season progressed it became more and more pointless. In the end, it turned out to be a hard-to-digest mixture of thriller, mysticism and family problems that even Jodie Foster couldn't save.As I assumed, the ending was particularly pointless. After several episodes in which almost nothing happened, endings come that literally insult the viewer's intelligence. A dozen armed women broke into the institute, kidnapped the employees, stuffed them into a truck and took them with several other vehicles to the location where they left them. And no one in the investigation notices any suspicious traces, but declares everything an accident. Avalanche on flat ground!In the end, I don't see any connection between this season and the previous three and how and why someone can declare this a detective story, with a few other details that are common almost everywhere today (exploitation of the local community, gay tolerance, determined and self-aware women, etc.). If someone continues to make this series, I hope it has nothing to do with this season.","
            2/10
            "
"suzasailor","23 January 2024","Why I haven't finished season 4(still in progress)
Season one is a masterpiece. The writing. The acting. The focus. It's all there. It instantly captures your attention and doesn't let go.Quick summary of everything after it.Season 2. Never could get into the characters and the plot was muddy and bloated. I just couldn't get into it.Season 3. Solid but follows season one's formula of trying to solve a unsolved case after many years. Great performances but a lot of forgettable characters.Season 4. After finding out it's supposed to be a sequel to season one, which upset me a little why it couldn't come up with an original story instead of riding the coattails of a better season. This season is bloated. Too many characters, too many sub plots. Not focused enough. Good performances, moody, a little spooky, but hard to get attached to any one character. We will see if my opinion changes after the season finishes.Season 1. The GOAT, Matthew Mcconaughey owns this role, Rust is a complicated character and is fascinating to watch. Woody Harrelson's Cohle is oddly fascinating too, a man that can't enjoy the life he has. Their dynamic is what runs the show. The side characters, including Colhes wife, and others shine as well. What works best about the show is that it really focuses on the characters. The serial killer is there and you wanna know what happens but you are more interested with what happens to the characters and that is always a big win. With the way the investigation evolves over time along with the characters, It's simple the best.After watching it again after 9 years, I appreciate this show even more. It's one of, if not the best show to ever grace TV.","
            10/10
            "
"nirvana_state_of_mind","6 February 2024","Writing a review because it needs to be said that Night Country is truly awful and should not have been included under the True Detective brand. It's pretty clear that this was never written to be part of the anthology and HBO made the decision to call it True Detective because it had the similarities of detectives solving a brutal murder and that the leads are tortured souls. The problems with this show have absolutely nothing to do with the female led cast and the actors are making the most out of this material they are given. And it's possible that the show might be regarded differently if it was just called Night Country and it stood completely on its own.But adding in the supernatural to the True Detective brand which was always previously grounded in reality is completely off putting. The occult that was hinted at previously was always made to have the believers appear insane rather than give their beliefs any credence. Now people see the dead everywhere and these apparitions can be used to help them. But even more insulting are these superficial connections to Season 1 which was clearly done to generate buzz. We see the occult symbol and it is strongly implied that one of the characters is Cohle's survivalist father that he talked about. Instead of being cool that it's connected to Season 1 it comes across as cheap, lazy and totally meaningless. I kept hoping the show would stick the landing and make sense but it's clear now that this was just a con job to make us all watch a supernatural detective show that HBO did not have confidence would succeed on its own merits.","
            8/10
            "
"cgtam","15 February 2024","Writers for S4 ""Night country "" in Alaska are def not same as previous 3 seasons.In S4, usu female pro agenda is clear. Yet, script writers believe that females cursing like a sailor = brains & courage. Cursing is fine as long as it's done well & with purpose ie., Wolf of Wall Street; Happy!. A character can spew foulest language but delivery & meaning need to justify it. AI can do better writing.If Hollywood want females to be ""more clever & better"" than males, give females an intelligent vocabulary 1st, not just cursing or bad 1 liners.Aged Foster fails in her delivery, going thru motions. Cursing at everyone to ""f** off"" etc, as her main dialogue in insipid script reduces her intelligence. Foster's very young black female ""alaskan native"" ex partner is not credible either.No reason is given why Foster & her ex partner despise each other. Flashbacks are nonsensical & are filler time killers. Foster's ex partner is given the same type of poor script with abysmal delivery. Worst , 0 chemistry between the two females.NO character development for anyone, no suspense, no resolution, no pay off for viewer. Entire cast has no chemistry with each other & give poor commercial ad quality acting; Sudden discovered ""murders"" & ""frozen scientists""are nonsensical too, creating unexplained sci fi aspect.This S4 gives no closure IF one can slog thru this snore fest. I skipped to ending of last released ep, which repeats the 1st ep.NO native Alaskan is cast in S4. Many white & other ethnic ppl are ""Alaskan natives"" but no REAL Alaskan natives.. So Hollywood bias against American API.Incredibly boring 1st ep that feels like 3 hrs is def skip series. Tragic every new hyped Hollywood show / film has same formula agenda plot. Watching concrete crack is more entertaining than S4.","
            1/10
            "
"samkan","21 May 2014","There's a line in 48 HOURS when Nick Nolte points out to Eddie Murphy that, even though Murphy's been given a $500 suit, he's still a piece of pond scum. Eddie responds, ""Yeah, but I look GREAT!"". With TRUE DETECTIVE, the American movie and TV public serves as the people that Murphy's 48 HOURS character hopes to impress. The work itself is the dazzling $500 suit. Sort of like an inverted Emperor's New Clothes. Hopefully there are a few Noltes' out there that will recognize that T-D is a vapid, glib, superficial and facetious effort designed to package prodigious amounts of style and cool over top of.... well, nothing . I'm not sure if I've ever seen such a straightforward attempt to blind an audience with absolutely nothing other than melodrama, charisma, and glitz. I got a hoot out of reading the ""10"" Comments here on IMDb. Hypnotized and gushing with plenty of adjectives but conspicuously lacking in any substantive description. Stick a dead fish in a nice vase and from a distance it looks, well .... GREAT. Just don't get too close.PS / Even the title TRUE DETECTIVE is pretentious.PPS / WHEW! I'm gonna get a lot of heat for this COMMENT!","
            2/10
            "
"PCT1970","14 May 2019","Pizzolatto has created a bravura anthology psychological crime drama. Pizzolatto and Milch pen the series. Milch is the creator and one of the writers on, ""Deadwood"". All three seasons are psychological mind benders. Season 1 is ingenious as it follows Dt. Rust Cohle and Dt. Marty Hart through a past and present narrative. McConaughey and Harrelson are absolutely mesmerizing. Set in Louisiana the detectives are revisiting a case from 17 years earlier in 1995 that involved the murder of a prostitute. Season 2 is set in California and follows Dt. Ray Velcoro and Dt. Ani Bezzerides. Farrell and McAdams are superlative. This time the detectives are trying to solve the murder of a corrupt city manager which actually prompts three different investigations one of which is launched by a career criminal who is trying to go legit, but has been burned in a business deal involving the city manager. Season 3 has returned the series to glory. Ali and Dorff are outstanding. This mystery takes place in Missouri and includes Dt. Wayne Hayes and Dt. Roland West. The investigation of the disappearance of two children takes place over three time periods, the last of which is when the detectives are retired and are being investigated themselves. All of the stellar supporting cast deliver top notch performances in all three seasons. In all three seasons the detective partnerships compliment, question and validify each other perfectly. This series has excellent direction, writing, settings, costume, cinematography, acting, score and mind blowing plots. Each season has kept me on the edge of my seat and guessing until the very end. The show takes this viewer or at least tries to take this viewer as much as possible, inside the mind of the detectives and suspects. It's a unique series in that respect alone. The plots are duplicitous, thrilling, intelligent, violent, clever, addictive, insightful, captivating and have cathartic endings. I look forward to many more seasons, if the show continues to exceed all others in it's genre. So far Pizzolatto has created a sublime series and one of the very best in it's genre. This series is truly unparalleled artwork in this viewer's opinion.","
            9/10
            "
"jmcgil22","27 June 2015","The first season was critically acclaimed, and with good reason... It had great acting, fascinating characters, and an intriguing storyline that drew you in and kept you interested. Admittedly, Season 2 had some big shoes to fill, but instead of continuing with their winning formula, the creators decided to make things exaggerated and overdone. The Season 2 characters are insincere, unlikeable and overdeveloped, with every possible problem, obsession and kink to make them appear edgy and dangerous. Instead they come off as silly and contrived. The acting is also atrocious, which is surprising coming from solid performers like Farrell and McAdams. Vince Vaughn is especially bad, and always appears as though he is doing a parody on SNL and will drop the punch line at any moment. Perhaps some of the bad acting can be blamed on the ridiculous script, particularly evident during the scene between Farrell's character and his attorney (""I welcome judgement.""), and the one between McAdams and her father. You almost get the feeling that you are watching a B-movie worthy of Tom Sizemore and Steven Bauer, it's that bad. Even without high expectations, the second season is a big fail on all counts and will disappoint all but the undiscerning viewer.","
            2/10
            "
"thielgirl83","1 March 2019","This isn't a slow burn, it's just slow, and the pace never picks up. It's a convoluted story and jumps between three different time lines, and none of them are the least bit interesting.","
            3/10
            "
"gabrieltechhub","21 January 2024","Jodie Foster, John Hawkes, Christopher Eccleston etc... I was excited about the cast and was hoping for a resurgence in quality but so far the writing has been awful.They took the screenwriting away from showrunner Nic Pizzolatto and gave it to a nobody who use to write mexican telenovelas and romantic comedies and it shows.It seesm like the whole point of ""pre-production"" and ""screenwriting"" in Hollywood these days is to figure out exactly how to let down and annoy your target audience which is incomprehensible.+ If this show is taking a turn towards the supernatural as it seems to be, then write another show but don't call it True Detective anymore.A great shame. I was looking forward to see Jodie Foster in another quality and authentic detective story, 30 years after Silence of the Lambs. Uuuhhg....","
            4/10
            "
"confidential-67897","25 February 2019","8 episodes of slow talking and no action.
What a terrible season.","
            1/10
            "
"solvason-pastuch","11 February 2019","Seasons 1 and 2, brilliant, season 3, should be called True, stop, rewind, play, what, Detective. Between the bouncing back and forth, and the mumbling, half the time I don't know what is going on. Don't care who took her, where she went, what happened to her, etc. Better luck in season 4.","
            5/10
            "
"martyncymro","28 January 2014","It's very rare that I tell a friend that a TV show blew me away, but that's exactly what I said when discussing the 3rd episode with a friend. I've been watching the show from the first episode and after each one I sit back and think how special this show is. I watched 'The Wire' and 'Breaking Bad' in their entirety, but 'True Detective' surpasses them both. The performances of the lead actors, Matthew McConaughey and Woody Harrelson is masterful. The personal failings of their characters is brilliantly portrayed as is the interaction between the pair. The plot is very interesting, but what really makes the show is the lead actors. Matthew McConaughey especially gives the performance of his life to date. I'd never considered him a great actor prior to this, but he holds the screen and enthralls the. viewer with his broken, but intelligent and dogged character I get board by long reviews, so I'll end, but if you like character studies, a good plot and great direction, then give 'True Detective' a try. You will not be disappointed.","
            10/10
            "
"forrestmoonofendor","16 January 2024","I have no words for how disappointed I am about the way the writers decided to use a storyline that would have been better suited to a 20 min episode of Robot Chicken.It was pointless, silly and undid al the hard work that was done in season 1 in regards to furthering the understanding of what cops are up against when they try to hunt monsters.Season 4 is just sad, silly and should not be watched unless you are totally hammered.I stopped watching after the 10 min long modern dance solo the bearded dude did on the snow, in the arctic in his bare feet..I feel HBO owes me money for the waste of time.","
            2/10
            "
"gorackgorack","6 February 2024","I LOVE what they did to S04! /sWith S04 we get none of that ""boring"" detective show that was S01-S03 with all its fancy procedural policework, well-written dialogue, complex characters and their focus on the main mystery that we as viewers get invested in and tangled up with.No, no.We finally get the highly unoriginal Netflix soap opera with dialogue written by a teenager (I mean, who needs all the ""fancy talk"" of earlier seasons, right?), with one-dimensional characters who all have a ""daaaark and hidden past"" that are revealed episode by episode (so we can slooowly check on our ""overused trope"" bingo chart which stereotypical dark past each character has) and a writer/director that is bold enough to drop all this ""fancy detective stuff"" and gives us viewers what we always wanted: a soap opera with loooots of drama, frequent yet dime-a-dozen interpersonal conflicts and pointless supporting characters that all have pointless storylines that are not connected to the case at all and just use up valuable screentime (this is a good thing because otherwise we would have to watch the ""booring"" detective stuff and casework and such...).I love how they realized that no one is watching a show called ""True DETECTIVE"" to enjoy the interesting cases, the mystery and the detective aspect so they (very intelligently) don't even waste screentime on it, the mystery and the case itself is used as a mere backdrop, maybe 10% of the show is about the actual cases, so the rest of the 90% can be used to have some more saucy drama and soap opera conflicts.I also love how formulaic this season is, here is how most episodes are ""written"":
3-5 minutes of the beginning they briefly address the cliffhanger from the last episode which usually leads to a dead end (what a complex and intelligent way of storytelling, right?)45-50 minutes of force-fed... ehm, I mean highly interesting... soap opera drama where we can see our characters develop... well.. okay, maybe not develop, but mostly just existing and slooowly revealing to us their boring dark and hidden pasts and their unoriginal dark and hidden past conflicts with each other (yaay)5 minutes at the end of each episode where the case is actually moved forward (just a single baby step forward) but is also left at a cliffhanger to protect us viewers from ever getting truly interested in the story (and maybe even to stretch out the otherwise seemingly very thin plotline... but who needs that, right?)Then finally R-E-P-E-A-T, so we can go back to the begininng of this circle.I love how the writers of this show actually implemented the idea from the first season that ""time is a flat circle"" by making all their episodes follow this circular structure where we feel like we go in circles with nothing is happening and by also making this season as flat and boring as they could. This just shows the genius writing, the humbling respect and the deep knowledge the creators must have for the original brand.So all in all 10/10, amazing soap opera with no bs ""detective stuff"".","
            3/10
            "
"valipod","10 February 2024","I mean..., first season was absolute perfection. I have never seen such a fantastic dark-detective show! It went down some in the second season, although having Colin Farrell (see, one who actually evolved, from really bad - S. W. A. T. and Alexander - to really really good - In Bruges, The Gentlemen, Banshees of Inisherin, so it is possible) saves a lot, a little further down in the third, but man (pun intended) how much it went down in the fourth! Abolutely unbelievable! Why, oh, why, did you not stop at three? Ah, you needed to make a woman-only show. Well. Copy that. I just wish you picked another name, so True Detective remained true (pun... intended?).","
            4/10
            "
"braunbart","20 February 2024","Maybe TD has become a cash cow, but this is the worst in the series history. Too many characters, too many hints to some strange but essentially non-existent supernatural aspect. It came to the point where I essentially did not care about what´s coming next. I ´ll happily give three points for the acting performed, but there is not more for me in it. Jodie Foster was expected to be great. It seems like a show about people getting collectively depressed and / or psychotic by the darkness in Alaska. What the scientists were actually up to is not really explained either, or maybe I did not care any more.","
            3/10
            "
"childers-3","25 February 2019","We waded through 7 episodes of Mahershala Ali mumbling and fighting with his wife - following all kinds of red herrings and misdirections, too many characters, and it just ended with a fizzle with episode 8. I'm glad the girl was okay, but it was just too much trouble to get there. Good acting (especially Stephen Dorff), moody atmosphere, etc, but the end didn't justify the means. Not sure I will bother with the series if it returns.","
            4/10
            "
"ArchonCinemaReviews","17 August 2014","The crime-drama to completely redeem the television genre and set the bar for future series.True Detective centers around the lives of two homicide detectives, Rustin Cohle and Martin Hart, in rural Louisiana as they hunt for a serial killer.Rustin (Rust) Cohle, Matthew McConaughey, is newly transferred from a narcotics division in Texas and is partnered with Martin Hart, Woody Harrelson, for their first big case together. The homicide detectives are called onto a particularly grisly and bizarre murder scene with an occult undertone unlike anything their southern Louisiana parish has witnessed. Told in equal parts past, the early 1990′s while investigating the case, and present, Rust and Martin being interviewed about the case, viewers are brought along to follow the case, how it transgresses and how the dynamic of Rust and Martin change as a partnership.Short for a television series, containing only eight one-hour episodes, True Detective is nothing like you've seen before on television that is billed as a 'crime drama.' There is a cinematic quality to the show and its creator Nic Pizzolatto relies upon extraordinary storytelling, intelligent dialogue, a wholly cohesive vision, and incredibly engaging and complex characters. Director Cary Fukunaga is an integral part of creating the foreboding backwoods setting and suspenseful tone with one compelling action scene in particular, lasting six minutes and technically sensational (honorable mention to all crew associated with orchestrating this scene in episode four, especially camera operator Chris TJ Mcguire) shot entirely in one continuous uncut shot marveling any acclaimed film.I am so incredibly thankful for this collaboration and brain child of the writer, director and stars – who all also executive produce the series. It is cerebral, philosophical, and the crime is hauntingly sinister. The main characters are complex, far beyond the good cop/bad cop dichotomy, each with different convictions and demons. The supporting roles are equally rich in their character development.In the end you will not know the resolution until the end of the very last episode.True Detective will be marked as a particular moment in television where a show chose to move past being an episodic series that is deemed successful and straight to film-making legend. I dare you to watch the first episode and not be compelled by curiosity to close the intricate case.Find more television reviews by season, series and episode at our website!","
            10/10
            "
"yooniverse","20 February 2024","After watching the fourth season, I think this anthology needs to come to an end. After what was a tremendous first season, the subsequent seasons have been generally disappointing. It was Harrison and McConaughey's performances in the first season that was magical but they just can't catch the same lightning in a bottle. After a disastrous second season and a salvageable third season, the fourth season looked promising as the mystery deepened, but in the end, it just dissolved into nonsense, devolving into yet another politically correct messaging and ""justice trumps law"" eyeroller featuring ""first"" peoples and mysticism, nature and naughty corporate interests, and sprinkle in some LGBT with zero story relevance. How disappointing that Jodie Foster and the rest of the cast put on such unremarkable performances!This is your typical woke salad production. What a way to run this show into the ground. Skip the show if you haven't watched all the episodes yet.","
            5/10
            "
"twinkle-piyush","26 February 2019","Season 1: Absolute best.
Season 2: Average, still enjoyable.
Season 3: Absolute garbage. It tried so hard to be like season 1.
1. Firstly, the ""story"" or ""premise"" didn't deserve 8 episodes. Atmost a short film of 1 hour would have easily suffice.
2. It isn't a crime drama anymore, it's a family drama built around Mahershalla Ali.
3. There is no gas to run this season, everything is already seen in season 1. Chance encounter with real culprit, Killing the wrong guy for the crime, sudden hint for the real culprit.
4. there is no closure, no satisfaction, no answers to ur questions in finale. The only attraction they had was academy award winner Mahershalla Ali.Questions:
1. In finale, Hoyt confronts Wayne, threatens him that there are dangerous people who wants Lucy Purcell case to die down. NO answer abt it in rest of the episode.
2. Lucy's uncle body was found by TV people, NO answer abt it.
3. Finale was so much garbage, like they found one eyed black man so easily and he tells them everything , literally vomits everything. If it was that easy , investigator hired by TV channel who could found body of Lucy's uncle, why didn't he find him.conclusion: True Detective, what a shame!! First season was so good, and I had to see absolute garbage now.","
            1/10
            "
"s-50307-95732","20 February 2023","This show is a work of art in every sense, that is, the first season of the series starring Matthew McNahy and Wood Harrelson is an acting class. You can't see the masterpiece of the first season anywhere, in my opinion, its impression on me is better than Shawshank Redemption or even GODFATHER. Also, this series is more in the season of a surprised and infatuated world. Woody Harrelson and Matthew McConaughey should have won the best actor Emmy for this masterful performance. The first season is about the murder of a girl in Louisiana. The story of the first season immerses you so that you don't stop watching it, and it is also very dark and black. Although the second season is very far from the meaning of the story and charm, in my opinion, it is good and watchable and has a significant acting. Well, Mahersha Ali, Steven Dorff and Dasani are more attractive than the previous season, but they could not repeat the popularity of the first season, but overall, this series is a must-watch for everyone, and I am eagerly waiting for season 4 with Jodie Foster.","
            10/10
            "
"gedikreverdi","1 December 2021","Season 1: 8
Season 2: 9
Season 3: 7
I don't understand how the second season was the least favorite season for so many people because it's written a whole lot better than the other two seasons and the actors are at least as good as the ones in the other two. The fact that season two was hard to follow was the sole reason why it's not liked. It requires your undivided attention but the plot is absolutely the best if you get to follow it. Season 1 is on the other hand has a great and unique atmosphere but it's definitely not as good as the second in terms of writing. Rust is such a charismatic and interesting character and many people related to him and wanted to be like him but the storyline is not as strong as some think it is. Third season is my least favorite as it exploited the use of flashbacks and flash-forwards. It started out pretty good but around episode 5 it felt like a feature film stretched into a 10-hour show.","
            8/10
            "
"rosesp-06870","18 January 2024","I was a huge fan of Season 1. Harrelson and McConaughey were terrific together, the cinematography was interesting and the story kept me interested.Season 2 was a train wreck, and absolute disaster.I only gave Season 3 a chance because of Mahershala Ali and Dorff, it was worth watching.So last night, I decided to give Season 4 a try 1) Because I am a Jodie Foster fan 2) I was hoping to see a lot of Alaska since I have been there twice and it is the most gorgeous place I have ever been. BUT it turns out is was ICELAND...oh well. AND it takes place in the ""no sun days,"" oh joy, joy.However, this is another disaster, this is a train wreck of epic proportion.Was makes it even worse to is accentuated by the absolutely horrid, intrusive, grating music that RUINS every ""scene."" I use quotes because I am not exactly sure there is even a script.The acting is so lackluster, they must have skipped those chemistry tests. And I truly feel Jodie Foster's ""performance"" and yes it IS a performance in the worst sense of the word, all I could see was her ACTING, showed me that she would rather be ANYWHERE else than on that set.I am not going to give this one a second shot. I would rather rearrange my kitchen cabinets, pluck the lint off of my carpet, learn how to knit...anything but watch this boring, plodding mess of a show.I am stunned what constitutes ""acceptable"" on television these days. I suppose if you had ONE successful season out of a four season show, well, then that is just fine with HBO.BUT it is not fine with subscribers, we need quality. We need engaging stories, we need actors who actually WANT to be a part of the show.One does not get ANY of the above with this catastrophe of epic proportion.And please for the love of GOD if you are going to make the ""score"" a part of the ""cast,"" at least choose DECENT music. Not the schlock that was played, too loud, too constant and way too, too.I am done with this one.I feel bad for Jodie Foster. Perhaps she was not happy with the greenhorn cast? Perhaps she was tired of freezing her butt off in Iceland and wanted to go home. Whatever the case, faxing it in would have been a gargantuan improvement to what I saw last night.Life is too short to waste it on a mess like True Detective, done and over an out.","
            1/10
            "
"badoli","17 February 2014","After finishing the 4th episode now i can't but congratulate on everybody involved in this. Pulling off a such tight drama can break so easily as it depends so much on subtlety. And yet this one is done brilliantly.The cast is just pure excellency. McConaughey is stunning as the broken, disillusioned pragmatist with a loose mouth. Harrelson compliments him perfectly as the good-willed but utterly dysfunctional family man, who doesn't questions his values even if he breaks them himself. And the ""seven""-esque odyssey of these two challenged men to find the killer of a girl leads past all kinds of bizarre characters, each of them appropriately well performed by (did i mention?) a great cast.All this is set against an amazingly shot south states scenery, in which the moral of the people sometimes seems to be as empty and unstable as the landscape. The soundtrack finally wraps it up beautifully. It maintains a macabre yet captivating and gritty atmosphere of self-deception, self-serving hedonism and questionable morals while never playing itself into the front. So yea, i've hardly ever seen the saying ""perfection is met when you can't take anything away"" carried out better than in this series. I can't even describe how much i'm sitting on nails here waiting for the next episode to come out.","
            10/10
            "
