"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Billiam-4","25 December 2021","A sentimental fantasy tale is turned into a beloved masterpiece by Capra's assured directorial expertise and a perfect cast; a Christmas classic ever since.I watch it every Christmas, and it hits every time again.","
            5/10
            "
"Denver53","30 December 2002","Finally, at the age of 38, I saw ""It's A Wonderful Life"" in its entirety (after catching a few minutes here and there over the years on TV). When it was over, I found myself puzzled over why this movie is considered such a classic.I am not talking about the acting, or the film's technical proficiency. All of that seemed fine, even well-done at times. I am talking about its reason for being: Its story.I'll assume you have seen it, so prepare for spoilers. The basic message of this movie seems to be that a man who never left his home town to pursue his personal dreams nevertheless led a wonderful life due to his kindness and caring for the town and its residents. In fact, when he finally reaches a low point, the town's residents come to bail HIM out, thereby proving what a wonderful person he has been.A nice story, but the movie misses two logical points. First, was the man who never pursued his personal dreams (George Bailey) HAPPY with the life he DID lead? If he was happy with staying home, helping people afford houses and bailing out his family's business, then the point of the movie is MOOT. He evidently gave up very little for a happy life. Other than a few wistful asides, we never see that George is bothered much that he didn't travel the world. He seems perfectly content where he is. So if he is happy, then the central message of kindness and helping others while sacrificing your own dreams is weak or lost entirely.Second, if a man spends DECADES helping out residents of his little town (most of whom remain residents over the years), I don't see it as any great act of charity that when the man needs monetary help, all those people he assisted over the years are willing to give him a few dollars to fix his problem. The climactic ending, when people line up to give George 20 bucks here and 75 bucks there, is made to look like some kind of incredible holiday miracle. But think about it: If a man made it possible for YOU to buy your first home (in an era when buying a home was truly a dream), and a few years later he needs some money for his business (which is the entity that helps so many local people) to survive, wouldn't you go donate whatever you could afford to help him? It wouldn't even have to be that painful, really, in a town with several thousand residents.No, I think the town's true colors are shown earlier, when George's business almost goes under due to a run on the banks and his customers are more than happy to run to his competitor's bank to get 50 cents on a dollar. Some people end up staying ONLY after George uses his own WEDDING MONEY to pay them a fraction of what they sought to withdraw (which, when you think about it, is no real risk ... they can always go to the competitor later if things get worse). THAT seemed to me to also be normal behavior by the local residents, and it was not celebrated like the ending is.Maybe some people were impressed with the plot device of an angel showing George what life might have been like without him. Maybe that was the first time that had been done in a movie, for all I know. But I found that device not unlike the ghosts who visit Scrooge, and that tale was written long before It's A Wonderful Life was made. So I don't get that, either.There were some fun moments, and who doesn't like Jimmy Stewart. But a revered classic? I guess I don't get it. I gave it a 5.","
            10/10
            "
"AudioFileZ","3 December 2019","Why would I even think about adding another review to one of the most reviewed movies on IMDB. In a word, emotions. Few films I've ever seen evoke the inner feeling I experience when I watch It's A Wonderful Life. In fact I can't think of any even close.Capra's film is a masterpiece of humanity and spirituality. And it's light as a feather never preachy or heavy-handed. If a person seeing this can't get in touch with some deep inner joy of love and life it's probably a sign of some psychopathic character flaw. This movie celebrates the power within to overcome even when we all have flaws and weaknesses which if we allow do much the opposite. It's a fantastic journey of a life with roads not taken in while keeping an eye on what unites us all.Jimmy Stewart will forever have my awe and appreciation for his portrayal of George Bailey. George is waging war with a powerful foe. He's doing it for the right reasons and Stewart always allows the frail human side to walk hand in hand with the focused true believer. It's a powerful juxtaposition that mimics the eternal struggle of good and evil. It has never been presented in celluloid more masterfully and in such a way as to shoot straight to the heart. The entire cast is uniformly excellent in creating a microcosm of so many elements of mankind's struggle. It is not simply a journey of light either as there are many dark turns. In the end though it affirms a belief in man as a spiritual creation that can, with faith, rise and conquer darkness. I love this movie. It's a Christmas Classic that is an all-time great. So great it's my single favorite movie and I suspect it is others too and will continue to be this kind of film to even unborn generations. Yes, it is that WONDERFUL!","
            10/10
            "
"dbdumonteil","9 August 2006","Frank Capra's peak,this movie influenced a lot of directors and ,unlike some of his other works such as ""you can't take it with you"" ,it is as fresh today as it was 60 years ago.Capra's detractors criticize his eternal optimism but even that is questionable:What would have become of the town,had the hero taken his own life?Was there only one just man ,like in Sodom in Genesis ,to save the city from the impending fall?It brings into question the so-called trust Capra puts in the human race.It's not a rosy world.The scenes between James Stewart and his guardian angel are so powerful you cannot hold back your tears.No other artist told us that ALL human beings were important in such a wonderful way.And nobody depicted the yuletide spirit like Capra.","
            10/10
            "
"mmallon4","22 July 2016","Why yes I do cry like a baby over it's a Wonderful Life: every time. That ending is such a huge release after such as a dark and depressing alternative reality. I'm always left shaken up by it and need a break before I can watch another movie as well as making me want to make amends with loved ones. I'm sure everyone who watched It's a Wonderful Life thinks to themselves what the world would be like if they were never born. The struggle of George Bailey is relatable to a wide spectrum, and I know for myself it really hits home. Being stuck in a dead-end town and feeling you will bust if you don't get away from it; having your life not going the way you intended it to while your siblings appear to be doing so much better than you. But in at the end George Bailey realises what he's got when it's all gone, above it all, God's greatest gift. It's a Wonderful Life takes placed in a world in which God exists (and can focus his time on this one person over the rest of the world, but I digress). I've never felt however for It's a Wonderful Life to have a religious agenda, it's merely just a plot device for the film's fantasy elements.Lionel Barrymore's performance as Henry F. Potter I feel is a tie between his brother John's roles in Twentieth Century as the best performance from the Barrymore clan. Potter is one of the biggest douche bags in movie history; the archetype evil business mogul and ripe for comparisons with real-life figures. Not only has he no charitable side, he directly steals money in order to destroy his competition. Unlike other screen villains, Potter does not get any comeuppance at the end of the film, although you could say he's destiny as a sick, frustrated and lonely man who hates anyone that has anything he can't have is punishment enough. Potter isn't a total caricature though, he is more three dimensional than that. He's a man who knows how to conduct and run a business and understands that high ideals without common sense could ruin a town. But George Bailey is no fool, he is a natural born leader, even if he doesn't realise it. He stands up to Potter without giving it a second thought, runs a building and loan which is a real estate empire itself; even his father states to him that he was born older than his brother.Moments like the makeshift honeymoon suite in the broken down house which they later make their own or the recurring gag with the mantle at the end of the stairway represents the kind of writing which elevates It's a Wonderful Life above the majority of other movies. Like the greatest of films, you notice something new on every viewing. Likewise, nobody can do moments of intimacy like Frank Capra, the movie is full of scenes in which it is simply two actors talking with no background music, yet creates raw human emotions like no other. Take a scene such as George and Mary walking through a neighbourhood at night while George talks about his ambitions for the future, the rest of the world ceases to exist. Many will be quick to put down Capra's work as so-called ""Capracorn"" or as Potter puts it, ""sentimental hogwash"". Get off your high horse and stop thinking you're above such emotion - cinema is about the manipulation of emotions.It's hard not to feel sentimental for the representation of small-town America on display. Bedford Falls itself is a town full of interesting and unique characters. It actually reminds me of The Simpsons. Potter himself is essentially the town's own Mr. Burns in The Simpsons - the people of Springfield hate Burns but are dependent on him for their energy needs. Likewise, the people of Bedford Falls hate Potter and would be dependent on him for their housing if it wasn't for the competition of the Bailey Building & Loan.Due to its public domain status, the film was shown on some TV networks in 24-hour marathons. I'd happily watch one of those networks as I can't stop watching It's a Wonderful Life no matter what point in the movie I begin. Could you get a more perfect marriage between actor and director than James Stewart and Frank Capra? Collaborating on a perfect trilogy of films, with each one better than the last. It's a Wonderful Life? It sure is.","
            10/10
            "
"andrea-brianna91","11 October 2018","I could never talk enough about how wonderful this movie really is. Jimmy Stewart is such a darling. I love everything about this movie. The acting, the town, the story, the ending... just goes on and on. It's a movie that makes you feel so much and ponder what your purpose is here and how you have changed history with your presence.","
            10/10
            "
"ajkbiotech","5 May 2021","I'm very fond of Frank Capra's many films.He was of Italian American ancestry while I am of Greek, Albanian and Turkish ancestry. Like him, I see America as a land of opportunity which when it keeps its promises is at its best.Capra's films keep telling the same story, but in different ways. In this one, he uses an amazing story device; he has the main protagonist wish that he had never lived, and then God sends an Angel to show Jimmy Stewart as the main protagonist exactly how everyone's life would have been different if he had never lived.By doing this, Capra shows the importance of COMMUNITY and CARING for one another, and also demonstrates his deep faith in the Church and in the Lord.This is far and away Capra's best film, and far and away the finest Christmas film ever made.Hodie Christus Natus Est.Zuzu Bailey: Look, Daddy. Teacher says, every time a bell rings an angel gets his wings.George Bailey: That's right, that's right.George Bailey: Attaboy, Clarence.","
            9/10
            "
"Innsmouth_Apprentice","16 October 2014","It's a Wonderful Life is an epic story of the life of a man named George Bailey. George spends this life living in a small town, with his nose deep in the lives and problems of its other citizens. He dreams of seeing the world, of conquering it, but somehow always postpones that in order to battle his arch-nemesis - the ruthless local businessman Mr. Potter. Potter perpetually has his sights set on utterly dominating the town's cash flows and, effectively, its life. The idealistic and charitable Bailey family, especially George, are the one thing that persistently prevents Potter from succeeding.However, George has his share of troubles, and they eventually begin to take their toll on his good nature and optimistic outlook. It's now up to his guardian angel, Clarence Goodbody, to open George's eyes to how wonderful his life really is.IAWL promotes friendship, empathy, optimism, and love of life. You can't but admire the excellent way in which it does this. The story, the sets, the actors, the dialogue, the music are all top-notch. Highly recommended! 9/10.","
            10/10
            "
"FlushingCaps","22 December 2020","Saw this again last night. There are nearly 1,000 reviews of this on IMDB, so there's no need to fully go over the plot again here. My comments are directed at some of the other reviewers' comments, specifically the ones that seem to really, really miss the point of the film by totally misinterpreting what the film's message was.One reviewer from this year says it is ""possibly the most depressing movie ever made."" I dare say there are over 100,000,000 people who completely disagree with that notion.That review says that other people with serious financial problems will be troubled by the movie because they don't have a town full of people who will come to their rescue.He/she goes on to discuss the portrayal of the town if George had never been born, saying Capra considered bars and nightclubs to ""be the worst thing that could happen"" to a town, lamenting that in 2020 we'd ""all be lucky to have them going again NOW."" This person points out that ""we can't all have these incredible effects on others' lives like George did; so this makes the viewer...feel like HELL.""That reviewer finishes with the thought that the note Clarence wrote in the book he left with George, that ""No man is a failure who has friends"" is ""something to really kick you in the gut if you are down.""There were other reviews I read that made some of the same points, saying things about the film that simply are not accurate.On the finishing point, about nobody being a failure if they have friends. It is a mistake to assume this film is also saying the opposite is true-that anyone without friends is a failure. That sort of thinking would make one think that the man who wrote the book saying ""If you play golf, you are my friend"" is saying if you don't he doesn't want anything to do with you."" Not at all. The statement is simply saying that this alone makes you his friend, even if nothing else does. In our film, the point is that even if you feel you have failed to accomplish the goals you had (like George Bailey, who never got to build things or travel around the world), and even if you have fouled up things so that lots of people are mad at you (the school teacher's husband who punched him, and also George's wife), if you just have some (one) friends you are NOT a failure.I dare say this is a tremendously positive message (opposite of that reviewer's thoughts) that can inspire the people he's writing about, one having all sorts of troubles in the year of the China virus: Even if your personal world is full of money woes and family bickering, and you feel bothered that life hasn't turned out at all like you thought it would when you were a young adult with all sorts of plans and goals, if you have at least one friend, you haven't totally failed, you are a success in some manner.Some have actually criticized this film for its portrayal of the town had George never been born, saying what's wrong with nightclubs and saloons? Did they fail to observe that this town seemed to be loaded with nothing but such places? Do they not understand what characters said, about how without someone giving these people a loan so they could buy their own home, they'd be renting crummy houses and apartments from Potter, or people like him? You go to any town today that has neighborhoods with few businesses except bars and tell me if it's not obvious the neighborhoods around these areas are full of empty stores and abandoned homes and are definitely not areas where anyone wants to walk along the streets-day or night-because of a terribly high crime rate.Capra didn't suggest a saloon was a bad place-he had one-duhh!-featured in the good town, Bedford Falls, where tough guy Sheldon Leonard was a friendly bartender.The claim that the film is depressing because people know they have not had the tremendous influence on a whole town the way George did. He really did do important things for many, and others feel depressed because they haven't-that's what these critics are saying. I guess they think Capra cold have made an interesting movie if the best thing George ever did for someone was help them fix a flat tire or give them a dime when they couldn't quite pay for the groceries they wanted and he was right behind them in line.If anything, Capra was drawing his audience in to empathizing with George. George, like the typical viewer, felt like he hadn't done anything important in his life. He hadn't gotten to do the great things he dreamt of. He hadn't even become wealthy at all, earning barely $2000 a year in the mid-1940s. He was like these other people who feel they hadn't done much for others. He was shown how he had done far more for people than they realized, and the movie viewer may well think the same of him/her self after watching this film.That makes it the opposite of depressing, at least for most people. The idea is that all of us can be a good influence on others, even if not in such dramatic ways as literally saving lives. I think if you find this film's message depressing, you can easily find any film or TV show or novel to be depressing: ""I can't stand ""Seinfeld"" because those people find attractive new people to date almost every week and I haven't had a date with anyone in quite a few months,"" or ""I hate that King of Queens show because Doug seems to enjoy his boring package delivery job, while I absolutely hate the similar job I have!"" If you are not looking to be depressed by a movie, you will not feel that way watching Wonderful Life.A great part of what made this such a great film is the oft-criticized first half, where we saw all the events of significance in George's life. He led the other boys in saving his brother's life, then stopped the grieving druggist from accidentally killing a customer, then gave up his plans after his father died to save the family business, etc. It's not easy to portray someone as being a big influence when that someone has not risen to some manner of material success-e.g. a businessman who is fairly wealthy but gives lot of money to charity, or spends lots of time helping others in a charitable way. I thought the Building & Loan association was a great vehicle for this. Only a few employees, mostly family members, essentially portrayed as one where money comes in from customers and is used to help others get ahead. If Frank Capra had not taken the time he did to show us how much George had to keep changing his plans when tragedy struck or other things went awry, we wouldn't have had much reason to be concerned about his well being later on.Capra wanted everyone to feel as though their life had value, from whatever friends (including family) they had, and whatever other good deeds they accomplished in their lives. If you think some are depressed because they haven't saved lives or helped someone buy a home like George, then I guess those people would also be greatly saddened by the Miracle on 34th Street movie because they haven't had the good fortune to find someone to marry like Fred and Doris. Christmas Vacation would be a hugely disappointing movie to them because they don't have a joy of a big, loving family, or a job where a Christmas bonus brings enough money to put in a swimming pool and more. Heck, Home Alone could be an emotionally troubling movie for anyone who had a horrible vacation trip around Christmas, possibly made worse by discovering their homes had been ransacked while they were away.In other words, to people with serious depression, ANY movie can make them feel worse, either because their lives are not as good as the characters in a film, OR because seeing sad, unhappy people with serious problems reminds them of their own dismal lives. The criticism leveled at Wonderful Life could fit ANY movie, Christmas themed or not. If a film producer cannot make a movie about people who are troubled, or people who have good things happen, there isn't much left about which you can make a movie.I find this to be about the most uplifting movie of all time, one that points out many of the joys of life-intertwined with the saddest times of life, depicted realistically. George had a fabulous time with Mary at the high school graduation dance-and the pair were really enjoying their conversation on the walk home, when George was suddenly summoned with news about his father having a stroke. I know that almost any year of my life when I can think about something really good that happened, I can also remember something of significance not good happening too.If anyone reads my thoughts here, and reconsiders the movie and decides that it really is a good film after all...then I guess I have made a small, positive contribution today.","
            10/10
            "
"cking1010-458-184844","25 December 2018","Any movie that you watch once a year and it still summons the same feelings as the first time you saw it, that's a classic.
One of the best movies of all time.","
            10/10
            "
"Kirpianuscus","2 December 2015","one of memorable movies for profound humanistic message. one of films with the gift to be experience more than memory. charming for its simplicity and for the comfortable , protective status. a Frank Capra who could be easy his the best. because entire soft atmosphere, the joy, the crisis, the values, the humor are exposed at the right moment, in the right place and measure. a film about a man and his family. his dreams, projects. and his future. nothing original. but new each occasion to view the movie. because it is a classic in a special sense. not for the taste of old moments but as a moral lesson, very useful, for the present. a film who seems be perfect for the Christmas. in fact, it remains the perfect choice for every day.","
            9/10
            "
"utgard14","25 December 2013","It's Christmas Eve in the town of Bedford Falls and George Bailey, a man who has spent his entire life sacrificing for others, is thinking of taking his life. Knowing George is in trouble, though perhaps not the extent, his family and friends pray that God help him. And that's exactly what He does -- in the form of an angel named Clarence. Throughout the bulk of the film, Clarence is brought up to date on George's life (as are the viewers). From childhood to adulthood, he sees that George has been a heroic noble soul, giving until it hurts and then giving some more. In order to save George, Clarence must show him what an impact he has had on the world and those he loves. James Stewart's performance is flawless. One of the core strengths of the film is how it covers so much emotional ground. From happy to sad to angry to loving, Stewart masters it all. He's an actor who appeared in virtually every kind of film and that helps here as he has to handle drama, romance, comedy, fantasy...even a little action thrown in for good measure. His performance in this film is my earliest recollection as a child of being in awe of an actor.Lionel Barrymore gives a career-defining performance here. For generations to come, he would be remembered as the villainous Mr. Potter. He had a storied career, full of so many different parts and very few of them were bad guys. One of his best roles was the gruff but lovable and wise Dr. Gillespie in the Dr. Kildare series for MGM. So it's kind of ironic that Barrymore is best known for portraying a thoroughly rotten man. But that's the talent of the man. He breathed life into Potter and made him so hissable.Such a great cast. The wonderful Henry Travers has his career-defining role, as well. Who doesn't love Clarence Odbody, AS2 (Angel Second Class)? The heavenly Donna Reed. She positively glows in this film. As a kid watching I thought she was the most beautiful woman in the world. I think it again every time I watch this movie. Ward Bond and Frank Faylen as the ORIGINAL Bert & Ernie. Gloria Graham as the sultry Violet Bick. Samuel S. HInds and Beulah Bondi as the Bailey parents. The amazing Thomas Mitchell as Uncle Billy. Who can forget H.B. Warner's moving performance as Mr. Gower? William Edmunds as Martini and Sheldon Leonard as Nick the bartender. Todd Karns as Harry Bailey. And all those wonderful child actors playing the Bailey kids as well as those in the flashbacks. Just a perfect cast.Frank Capra, one of my absolute favorite filmmakers, does such a brilliant job at directing here. Amazing pace. The film never slows down but never feels rushed. He worked from a script that had many authors. Normally, this would be a terrible sign for a film and would almost certainly mean it was a disjointed mess. But that couldn't be further from the truth in this case. The script is tight, flawless even. Wonderful lines, memorable scenes. So many memorable scenes. It's hard to even pinpoint which to talk about because the entire movie is one classic scene after another. But I'll try. There are brilliant scenes like ""George Lassos the Moon,"" the bank run, the childhood confrontation with a grieving Mr. Gower, or the wonderful ending. But here are two of my favorites. The phone call scene where George and Mary share a phone. Such a sensual, romantic scene as they give into their feelings. The prayer in the bar is such a moving scene. Stewart's performance is so powerful here it's criminal he didn't win an Oscar for this role. So many more unforgettable scenes I could mention.I think of it as the greatest film ever made. I know there are some who will knock that. I realize there are all kinds of technical and cultural reasons that this film or that is the greatest. Citizen Kane, for example. While I love Kane or the Godfather films or countless other contenders, most of them are purely dramatic works that don't have for me what this film has: compelling rewatchability. It's my favorite film. It's as simple as that. I have seen it countless times. It's a beautiful story with Dickensian touches. A charming, funny, dramatic, sentimental, romantic, uplifting movie that makes me happy.","
            10/10
            "
"pisrgofort","4 September 2015","This film is a impressive movie. Firstly, it happens unhappy things. But happiness comes, finally. I realize that the most important thing in our life is friendship. In addition, consideration. If people have consideration and kindness, and act of kindness, people will be rewarded someday. I think that god doesn't betray great person. God looks people. Also, people look great person, too. After experiencing pain, happiness is waiting absolutely. If we do everything whole- heartedly, result follows us. This movie makes us realize that what is important in our life and life is wonderful if we spend the valuable life.","
            10/10
            "
"jamesjustice-92","23 April 2022","I've got my own Christmas tradition: every year on December 25th I watch an amazing and very kind movie called ""It's a wonderful life"" which always makes me burst into tears - first, the tears of hopelessness and sadness and then the tears of joy and happiness. No other movie that I've ever watched was capable of that and that says something.Every once in a while every one of us was frustrated, angry, sad or sorry about this and that in our lives that we hadn't achieved, or hadn't done or hadn't gone out somewhere we wanted to. Every one of us had thought the same thought: are we worth the life we are living? Are we good enough? Would it matter if we were gone or hadn't been born at all? This movie is the answer to all of these questions. This movie is the medicine of all the inner illnesses and aches. It's a wonderful movie!People sometimes forget what a great gift life is. We shouldn't let it go to waste, live it in full, let all the joys and sorrows count, cherish every moment, every person who has come in and gone out of our lives - they're all gifts! Just let it be known and never forget it and even if you do - go watch ""It's a wonderful life"" where one of the greatest actors ever, Mr James Stewart, does the impossible and throws the lasso around the moon and pulls it down. Nothing is impossible if you're a good man in heart.","
            10/10
            "
"zardoz-13","21 December 2014","Three-time Oscar-winning Hollywood filmmaker Frank Capra made one of the greatest Christmas movies of all time ""It's A Wonderful Life"" starring James Stewart, Donna Reed, Thomas Mitchell, and Lionel Barrymore. This warm-hearted Yuletide yarn about life in the small town of Bedford Falls and its protagonist George Bailey (James Stewart), who wages an eternal war with a despotic, Ebenezer Scrooge-type banker Potter (Lionel Barrymore), personifies the idealistic spirit of American enterprise. Basically, the theme Capra's movie explores is the individual does matter in our society. The ultimate value of any movie is its capacity to stand the test of time, and this memorable Capra-esque fantasy has succeeded splendidly in this respect. Initially a box office washout because it barely recouped its $3 million budget, ""It's A Wonderful Life"" (1946) didn't languish long in obscurity. Incredibly, the Capra film acquired a new lease on life when National Telefilm Associates mysteriously neglected to renew its copyright in 1974. Consequently, tv stations aired this family friendly film ad nauseam until Republic Pictures intervened in the 1990s and renewed the copyright. Now, most critics have acclaimed Capra's film as a timeless Christmas classic. Ironically, Christmas doesn't play an integral part in the plot until over half of its absorbing two-hour plus running time has elapsed. Meantime, as its altruistic hero, George Bailey epitomizes America's competitive spirit and crusades tirelessly to spare honest, industrious Americans, largely immigrants, from the autocratic few who would subjugate them without scruple. Of course, life has changed radically since this Oscar-nominated film came out. Nevertheless, its message of compassion and humility in the face of heartless cynicism and material exploitation has survived. Unlike too many Christmas movies which venerate the occasion strictly for consumerism run amok, ""It's A Wonderful Life"" tackles one tough issue most of these sugar-coated narratives shun. Suicide sullies the minds of the less fortunate during the holidays, but Capra and his screenwriters treat it in an imaginative manner.George Bailey never set out to be a savior. He has suffered his own share of setbacks. He risked his neck when he rescued his younger brother Harry from freezing to death after the latter had fallen through thin ice on a frozen lake. George and his friends were straddling shovels on the ice when this calamity occurred. Sadly, George lost the hearing in his left ear because he courageously saved Harry. Eventually, the Draft Board would exempt George from serving in uniform during World War II. Meantime, George joined his long-suffering father, Pa Bailey (Samuel S. Hinds), who managed a small potatoes Buildings & Loan Association. George's father aggravated Potter to no end because he defied the affluent patriarch. Most 'crawled' as Pa would complain to appease Potter. Rather than see citizens pay outrageous rents to occupy Potter's shoddy housing, the older Bailey secured low-interest loans for them as well as cozy homes. George had dreamed of shaking the dust of his one-horse hometown, tour the world, and attend college. Sadly, Pa succumbed to a stroke, and the Building & Loan Association looked doomed to shut its doors. Sacrificing his dreams George decides to step into the breach to persevere in his father's age-old fight against the greedy Potter. Winning is no picnic for our hometown hero. George teeters on the brink. At one point, he contemplates suicide after an outside bank examiner spots an $8000 shortfall in his books. As it turns out, one of George's clerks, Uncle Billy (Oscar winner Thomas Mitchell of ""Stagecoach""), mislaid the eight grand with the best intentions!
Capra and scenarists Frances Goodrich, Albert Hackett, and Jo Swerling, working from Philip Stern's original story, paint our hero into a corner. Mind you, Uncle Billy made a dreadful mistake when he tried to ridicule the despicable Potter in his own bank. Clumsily, Billy snatched Potter's newspaper from him. Little did Uncle Billy realize he had stashed the envelope with George's eight grand into the folds of the newspaper he had taken from Potter and then returned! Predictably, when Potter discovered Uncle Billy's blunder, he kept the eight grand and his mouth shut. Interestingly, as the villain, Potter never faces punishment. At this point, fearing scandal, prison, and humiliation, George boozes himself into oblivion, crashes his ancient jalopy into a tree, and staggers onto a snowy bridge where he contemplates suicide. The chilly waters roiling beneath the bridge offer an unsavory promise of peace and solitude that George entertains momentarily as a solution to his misfortune. Earlier, Potter had planted the idea in George's head when our hero sought the banker out in desperation for a loan to cover his cash shortfall. Now, we feel as woebegone as George. In a twist of fate, our hero's dreams have degenerated into a nightmare, and the river beckons to George as a refuge from his predicament.Just when our hero could sink no lower, unseen voices from Heaven dispatch Clarence (Henry Travers), an elderly angel who wants to win his wings, to save George. Suddenly, the tragedy in ""It's a Wonderful Life"" turns tragicomic when Clarence appears as a welcome source of comic relief. Clarence spoils George's plans about making the lethal plunge. Afterward, George regrets being born. Clarence cooks up a clever scheme to alter George's attitude. He reveals what Bedford Falls would have been had George not been born! Not only is George shocked to find the town renamed Pottersville, but also that his brother drowned in the ice pond! So appalled is George by everything he sees that he decides he'd rather be born, if only to thwart Potter's wicked whims. Donna Reed co-stars as George's faithful wife Mary Hatch who shares his joys and sorrows. Meantime, Lionel Barrymore chews the scenery as a despicable villain who never gives George a break. Juggling suicide with slapstick, Capra keeps us entertained from fade-in to fadeout with this unforgettable fable. In interviews about ""It's A Wonderful Life,"" Capra hailed it as a celebration of the individual.","
            10/10
            "
"A-Good-Fella","29 October 2021","This movie is brilliant in all forms - Great cinematography, outstanding performances, especially James Stewart who deliver's a timeless performance and of course the storyline is absolutely flawless with one of the greatest endings in cinema historyI rate this film so high because never ever have a movie made me so happy. I literally can't stop smiling when thinking of this movie.10/10.","
            10/10
            "
"hennystruijk","24 December 2018","Have seen this film many times--and never tire of it. But this is not a Christmas film!! Christmas is only in the last 20 minutes!!
It is a drama--often becoming like a long Twilight Zone episode. James Stewart gives
the best performance of his entire career.
The supporting cast is marvelous. This film never fails to move me deeply.","
            10/10
            "
"rorymacdonald-68014","4 July 2021","This movie is absolutely incredible it's a wonderful life it makes me emotional it makes me feel so happy it's just an absolute incredible film and I think Jimmy Stewart is absolutely fantastic in the movie it's an all-time Christmas classic it's great.","
            10/10
            "
"hitchcockthelegend","1 January 2010","I once read that It's A Wonderful Life is the holiday gift for all time. Never a truer statement has been made about one of the most popular films to have ever been made.The Plot is a simple one that has since been regurgitated and trundled out almost yearly it feels like. James Stewart plays George Bailey, an all round swell fella, who because of a number of life's circumstances finds himself forever a resident of Bedford Falls. Here he is the principal guy in the running of the family Building & Loan business. When a substantial amount of money goes missing during the run up to Christmas, Bailey finds himself at the mercy of family nemesis, and nefarious town banker, Mr. Potter {Lionel Barrymore}. But George, tipped over the edge by an incident involving the bank funds, has an idea that taking his own life would greatly improve the fortunes of his family and the family business. But as he stands at the precipice of death by suicide, George is saved by his guardian angel Clarence {Henry Travers} and given the chance to see what Bedford Falls would be like having not had George Bailey's influence.Few, if any, directors have rivalled Frank Capra when it comes to successfully portraying the human heart on screen. It's A Wonderful Life is Capra's masterpiece. Rightly so, it is unashamedly sentimental, but also it's rich with the directors faith in community spirit and a belief in the strong bond of family love. The story is loosely worked from ""The Greatest Gift,"" a Phillip Van Doren Stern story that he had sent to his friends as a Christmas card. Aided on screen writing duties by Frances Goodrich & Albert Hackett {Dalton Trumbo is in there sometimes too}, Capra fashioned an ultimate feel good movie that is flecked by sheer darkness and disconcerting ""life is tough"" undertones. It's most likely that the more dark side of the film, and the wait for Christmas cheer, is what made It's A Wonderful Life a flop on its release. The film made a huge loss, tho not quite as gargantuan as many today believe, and was quickly consigned to the forgotten bin. But annual yuletide repeats on television over the following decades garnered it a cult following. A cult following that eventually swelled to a near universal one, to the point that now Christmas just wouldn't be the same without it. It is by definition, the ultimate comeback movie.Tho all the cast are superb {special mention to Donna Reed as George's wife, Mary} it's Stewart who leads the way in the class stakes. As he drifts from homely, lovable dreamer, a man sacrificing those dreams for others to benefit. To his descent into despair and the undertaking of a nightmarish odyssey, Stewart captivates in every frame, and more telling is that he is believable with each transformation of George's state of mind. However, when all is said and done, it's with the ending that basically the film rewards those who have trusted in Capra and Jimmy. It's an ending warm enough to melt the coldest of hearts. So see it with someone you love {always nice to have someone else to cry with} or introduce it to the poor souls who haven't seen it yet. Either way, it's here to stay forever the timeless classic that it so most certainly is. 10/10","
            10/10
            "
"Rade007","25 May 2021","I can't believe that this masterpiece is from 1946. So futuristic,so perfect!!!","
            10/10
            "
"851222","23 July 2015","Greetings from Lithuania.""It's a Wonderful Life"" (1946) truly deserves all the praises and kudos it got true the decades. Seeing it first time this evening in 2015, all i can say that this is an amazing movie in every term. I won't going to into plot details as you all probably know it better than me. Try not to smile after this movie - it's impossible. This is a movie making at highest level. Acting is outstanding (it was made in 1946!), especially by a lead James Stewart - he glues the whole picture. Supporting cast is also great. Script is so simple yet so rich and combined with pitch perfect directing - near every scene (litteraly) in this movie clicks and it is just marvelous to watch this story unfolding. Before watching this movie i really didn't expect it to be THIS good, thought it could be a bit overrated, but boy was i wrong - this is a must see picture for every age, for every person.Overall, ""It's a Wonderful Life"" has to be one of the finest pictures. At running time 2 h 10 min this movie never drags, and is superbly involving from start till the last frame. Every scene works here so well, because of great acting, superb direction, great script (simple, yet very involving). The ending is superbly inspiring. I do wonder however about age of some more old characters in this movie, as it seems like they never get old (and some of them should be at around 120 years old by the end of the movie), but it's not even a complain. Watch this movie if you haven't seen it yet - it is an amazing motion picture.","
            10/10
            "
"kelvinselimor","28 December 2020","It's a Wonderful Life. Appreciate what you have! This is a wonderful and amazing film that teaches you to always be kind and fair. What difficulties would not be in life, loving family and friends will always help to overcome them.","
            9/10
            "
"thefan-2","19 May 1999","...but not a great movie, and certainly not one of the greatest of all time.  I realize you can't say that without being accused of kicking kittens and other atrocities, but that's the way I feel.  Sorry.I mean, really: ""Every time a bell rings, an angel gets its wings""??  Puh-leez.  If a Robin WIlliams movie were made today with such a line -- not to mention the cartoonish characters, the sappy plot, the false sentimentality -- it would be laughed out of the theaters.  Are we supposed to make allowances because this movie was made back in 1946 when they didn't know any better?  Believe me, they knew better.The only reason to go out of your way to see this movie is that Drew Barrymore's great-uncle Lionel is in it.  You should always show respect for Drew Barrymore.","
            5/10
            "
