"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"qjxsfpqd","6 January 2024","The movie was absolutely bad. Don't get me wrong, I really like the original movies, but this one... I didn't even realize it was a musical at first and by the time I figured it out after the first few songs, it was over for me. I don't even think it was necessary to make a musical out of it. Not even Chalamet was as good in this movie as he normally is. The plot made absolutely no sense, the jokes were nowhere near funny, some of the songs were so bad that I was about to walk out of the theater. I was definitely not the only one who thought that.In my opinion, the movie was only made for the money, not to tell a good story. Wasted money and brain cells, don't watch it if you don't want to waste your time.","
            1/10
            "
"lei_lei1","7 January 2024","Its clear that warner bros have chosen a director for this movie with a real vision for what it could look like, because quite literally 90% of the budget went into its set design (and rowan atkinson).In all seriousness though, the set design is gorgeous. Glamorous actually, would be a better word to put it. Great trees with pink tinted rosy petals and 20th Century alleyways that look like they're from the set of Harry Potter and all the color and lights you could want in a lifetime.But everything else in the movie just doesn't live up to the set design. The acting feels artificial. Lines feel memorized and delivered without intent, which makes it hard to concentrate on the movie. The best performance we saw throughout the entire movie was literally from the oompa loompa. And for a musical, this movie is just weak. Songs feel forced, and lyrics fail miserably to hit the mark. Like take a look at this stuff:""If you want to view paradise, simply look at them and view it Somebody to hold on to, it's all we really need, nothing else to it""Also I should probably mention that like 90% of the actors can't sing and rely heavily on autotune, which is obviously perfect for a musical. But nonetheless, I enjoyed watching the movie. I won't ever watch it again nor remember any of its songs, but it felt good watching it. That's all I can say. If you have a kids or a family or are just in the mood for some nice lighthearted chocolate factory lore, you will like this movie. It felt like a music video or a high school production actually. Rehearsed lines, funky costumes, characters that try to be funny, but it felt good and it kinda made sense, and I don't regret watching it. It kinda made me feel like a kid actually, and I liked that.3/10. Not. The highest rating, but that doesn't mean I didn't enjoy the movie.","
            3/10
            "
"tarascopablo","12 December 2023","First of all... This new take on a young Wonka is actually fresh and interesting. We were used on Wonka being a secondary character of Charlie and the golden ticket story.The movie is well crafted but it has serious problems:i) Chalamet is a fantastic actor and has the potential to be one of the great ones of his generation BUT he was a miscast. Im sorry, but i just don´t see him as Wonka.Ii) Part of what makes a musical great is that the songs and numbers are meant to be remarkable and catchy. After almost 80 years, people still sing singin´in the rain yet Wonka has no memorable song or tune except for the Oompa Loompa bit that was taken straight outta the original one.To me, this 2 flaws are terrible and make it a bad Wonka movie and a bad musical but taking those out of the equation, it is actually a good film.Enjoy it with your loved ones,Stay safe and happy holidays.","
            7/10
            "
"nflc32","13 December 2023","There's a lot to like in Wonka, the lead Timothy Chalamet is perfect and a fabulous lead and a great voice for the original songs written for the film.But for the running time I wanted a better story than we was given, mediocre characters and unmemorable performances other than the lead does not a great film make,everyone does their best but the writing is very weak and sadly the modern use of cartel and violence in the film felt out of place & unnecessary.As a prequel to Willy Wonka this falls short,though it has it's charm with luscious sets and colours but sadly I found it disappointing.","
            4/10
            "
"Dargumin","10 December 2023","When I saw Paul King (who has done a wonderful job with the Paddington films) was directing the new Wonka a film I must admit I was a little optimistic. But sadly rather than seeing a world of pure imagination it really was a world of pure disappointment.Timothee Chalamet had big shoes to fill, following on from the late great Gene Wilder and living legend Johnny Depp in portraying the titular zany choclatier. Sadly he does not have the charisma of either. It was frustrating that he didn't show any of the crankiness or attitude which made Gene Wilder's version of Wonka so brilliant, instead he's presented as a naive dreamer.As a musical, the songs were so mediocre, I can't imagine the kids will remember any of them once they've left the cinema, barring the ones we've heard before in the other films. The film would have been less tiresome if they had skipped many of these songs.At one point during the film I looked at my watch hopeful that there wasn't too much of the film left, yet it turned out it had only been on for 45 minutes at this point and it still had over an hour to go, I literally couldn't comprehend how that first 45 minutes had felt so much longer.If I can say one nice thing, it's that Olivia Coleman, Paterson Joseph and Rich Fulcher were the hilights and helped make the 2 hour slog just about bearable.","
            3/10
            "
"lakonur","9 December 2023","In this latest film, it's clear that something vital is missing. Despite the commendable efforts of a talented cast, they struggle against a script that is both boring and predictable. Their performance, while earnest, cannot elevate the lackluster storyline.The music, often a redeeming feature in such films, sadly fails to deliver. It doesn't capture the audience's interest or invite participation. There's a noticeable lack of catchy tunes or engaging rhythms, making the musical aspect forgettable.Targeted at families, the film surprisingly doesn't resonate with children. The humor is limited and mostly revealed in the trailers, leaving little to be discovered in the theater. The sporadic laughs from the younger viewers are few and far between, indicating the film's failure to connect with its intended audience.A key element missing is the enchanting and quirky charm typically associated with ""Wonka movies."" This film follows a too straightforward and mundane path, lacking the vibrancy and uniqueness that made previous films stand out. Overall, it's a disappointing experience that lacks the magic and personality needed to make it memorable.","
            4/10
            "
"houstonperez","18 December 2023","Of course they wouldn't advertise this movie as a musical. Had they done so I wouldn't have wasted my time. Don't go thinking this will be the classical Gene Wilder Willy Wonka. This movie appeared to have so much potential, but in reality the previews hyped it up. Can't really call it a prequel when it doesn't really relate to the original movie. The songs were bad. Timothee Chalamet tries to pull off The Greatest Showman impression and comes up short. A typical cash grab attempt by the movie studios... I recommend to wait until it streams somewhere... Almost as bad as the Marvels musical scenes... Almost!","
            1/10
            "
"martimusross","28 January 2024","WonkaOh dear!It was quite inexplicable, this movie was an origin story for Willy Wonka, why anyone thought this was needed, necessary or appropriate I have no clue.It had no touch of Dahl at all, and his wicked cruel sense of children's humour beloved across the world. This was a bland facsimile populated by beige characters.I watched it because of Timothée Chalamet, Hugh Grant, Tom Davis and Olivia Coleman and they really tried to make something of this putrid pastiche. The acting was top hole but the script was bottom drawer. Mister Dahl would have hated it, and never watched, whilst taking a fat cheque in royalties, ever the mercenary!Timothée's singing and dancing was excellent but embedded in a flawed monstrosity of imagination.I cannot see any child enjoying this having been press-ganged by their parents to go to the movies.I'm giving this a firm 3 outta 10, having ruminated over this, I give all 3 points to Hugh Grant he was horribly fabulous!","
            3/10
            "
"dan_slentz","19 December 2023","Reel Tunez, The Radio Show All About the Movies - Movie Review (12/16/23): ""Wonka"". First thing to know is to NOT expect either previous version of the movie related to the character. It's neither Gene Wilder or Johnny Depp's version. It's not about a kid coming to the factory after getting a gold ticket. Nothing like that.. so don't expect it. This is Willy's return after going to Oompa Loompa Land and wanting to start making chocolate. Knowing that will help you by not having wrong expectations. In this case, Willie goes up against a ""gang of three different chocolatiers"" (one is Slugworth).The movie is worth seeing.. and it's a movie event, but be aware that it certainly feels more like a stage play in some respect as the acting is ""big"".. as if exaggerated and animated, as if it's being played TO an audience.Timothee Chalamet does a nice job as Willy Wonka, but he fortunately doesn't have the craziness of Depp's Wonka, but neither quite the warmth or interesting appeal as Wilder's Wonka. Don't expect Wilder or Depp's Wonkas, and that will also help your expectations.Though this isn't a musical, there's a fair bit of music and songs in this new version. Some of the music is a bit campy, but some of the music and songs WILL bring back fond memories of the Gene Wilder version of ""Willy Wonka and the Chocolate Factory"".I can say that for about the first half of the movie, I really wasn't enjoying this new version of the movie much.. but after about half way through the movie, I started to like and appreciate this movie for what IT is, and not what it isn't (which is like the other two).As I said, do NOT expect the previous other two Wonka movies and look for something completely new. If you go into it and keep a ""clean slate"" image and appreciate it as a brand new movie, I think you'll like it more.Only other note is that Chalamet sings in the movie, and he's not bad, but he's also not as good as an actor like Hugh Jackman (who is an actor who is also an excellent singer.. and other similar actors with well-trained singing voices).The story line is a good one, and the acting is very good by Wonka and the others who are ""in debt"" (you'll understand if/when you see the movie), but the actors portraying the chocolatiers and police are more like the over-acting characters from Chitty Chitty Bang Bang (cartoonish in their over-acting). I'd give this movie a 6.2 and say that it's definitely worth seeing.. and seeing on a big screen. I think if the director had taken this movie a little less ""Chitty Chitty-ish"", I would be up in the mid 7 rating... or even a little higher. Go see Wonka at the theater!","
            6/10
            "
"christopher-19951","4 January 2024","This new film adaptation of Wonka left me soo disappointed; it falls short of expectations. The musical aspect felt lacking, deviating significantly from the original's darker themes. It seemed to stray far from the essence that Wonka fans hold dear. This movie just felt way more fantastical and like some Dr Suess alternate universe with Wonka. The plot dragged on unnecessarily, making me wish it could have been wrapped up in a concise 30 minutes. The Oompa Loompas' appearance was underwhelming, and the heavy reliance on CGI made the viewing experience challenging. While I understand it's geared towards children, the cringy comedy and lengthy storyline might test even their attention spans. Although Timothée's singing voice didn't resonate with me, there were a few moments that brought some laughter- (all independently from the movie, I was laughing at it, not with it). In summary, the film turned out to be a mediocre experience for me.","
            1/10
            "
"Jsotosoto2","6 January 2024","Chalamet was the wrong casting choice for this role. Gene Wilder and Johnny Depp stepped into the larger than life role of Willy Wonka and gave the character substance and depth, a sense of something you could feel unfolding on screen. You were able to buy into their characters and believed that they actually were Willy Wonka. Unfortunately, Mr. Chalamet somehow managed to do the complete opposite. Almost every time he spoke or tried to add in a ""Wonka-esque"" quip I was immediately transported from the Wonka fantasy world to a realistic modern day one. My biggest complaint and reason why I will not recommend this movie to anyone is in large part due to the extremely lackluster songs and sense of low budget production. Low budget production? Yep, that's right. I was highly unimpressed with the feel, style, and overall vibe of the costumes, choreography, and sets. The entire thing felt rushed, thrown together, and in some inconcebible way like a high school production. I maybe laughed once during the whole movie and not even at one of the constant lame jokes. Multiple story lines that had nothing to do with Wonka himself created a sense of confusion and added to the jumbled up mess of the movie. I gave the movie 4 stars and the only reason was for the magnificent Rowan Atkinson. Also Hugh Grant was ok. Overall, this movie was such a huge disappointment it makes me want to go back and watch the originals just to make myself feel slightly better.","
            4/10
            "
"Poleena444","23 December 2023","As a great fan of the 1970 Willy Wonka and the Chocolate factory movie with Gene Wilder, I walked into this film expecting to be disappointed like I was with the terrible Tim Burton version. To the contrary, this movie was a nostalgic treat! For fans of the original film you will see scenes that explain Wonka's character and even sets the stage for Charlie Bucket in the future. It was imaginative, entertaining and a great film for the whole family. It does justice to this beloved eccentric character who so many of us grew up watching. If you enjoyed the original, I think you'll like this one too. Highly recommend.","
            10/10
            "
"robabwilliams","21 January 2024","I decided to check out this movie after all the hype with people giving it 9 and 10/10, but I honestly feel like I watched a completely different film. It was just bad, not even the ""so bad it's good"" kind of bad. The acting was alright (Hugh Grant was probably the highlight), and with an A-list cast and a high budget, there's no excuse for it to be this disappointing. The story, dialogue, and music were major letdowns. It felt like I was watching a local amateur production of a rejected Willy Wonka musical that couldn't make it to Broadway.The plot didn't make much sense; it was like someone asked ChatGPT to write a script for a Willy Wonka prequel. The film also struggled to decide whether it wanted to be British or American, making it a confusing mess. I was initially skeptical about a Willy Wonka prequel, especially after not being a fan of the Johnny Depp/Tim Burton remake, but after watching this, I think I owe Tim Burton an apology. The original Gene Wilder film was perfection, and this attempt again falls far short.","
            3/10
            "
"ferguson-6","12 December 2023","Greetings again from the darkness. It appears as though I'm one of the few early viewers who walked away without having been beguiled or enraptured with this musical prequel to Roald Dahl's 1964 story, ""Charlie and the Chocolate Factory"". Full disclosure requires me to admit that I actually found it a bit dull, and that's mostly due to the lead performance by Timothy Chalamet. I understand that he's the hottest young actor working today, and brings along an entire fan base, but for me, Willy Wonka should have a twinkle in his eye, a spring in his step, and enough charm to draw folks in ... even at a younger age.Writer-director Paul King and co-writer Simon Farnaby collaborated on the thoroughly entertaining PADDINGTON 2 (2017) and are back at it in this third film from Dahl's classic children story. Most recently, there was Johnny Depp in Tim Burton's CHARLIE AND THE CHOCOLATE FACTORY (2005), and it's been more than 50 years since Gene Wilder bounded between charming and menacing in Mel Stuart's WILLY WONKA & THE CHOCOLATE FACTORY (1971). King and Farnaby deliver an origin story which allows for a much nicer (or should it be sweeter) Willy Wonka, and instead sprinkles the menace on a few supporting characters, ensuring some dark themes are present.A ""deal"" with Willy's mother (Sally Hawkins) has the illiterate Wonka arriving in town with only a few coins in his pocket, and a dream to build his chocolate factory. His innocence and naivety soon leave him penniless and contracted into indentured servitude, along with some others, at a shady laundry establishment run by the dentally challenged Mrs Scrubbitt (Oscar winner Olivia Colman) and her baritone behemoth assistant Bleacher (Tom Davis). Willy bonds with the others being held captive, including young orphan Noodle (Calah Lane), who somehow holds the same optimistic outlook as her new friend. Willy soon discovers that he has landed in the town with a chocolate cartel led by Slugworth (Paterson Joseph), Prodnose (Matt Lucas), and Fickelgruber (Mathew Baynton), the local chocolatiers who bribe the Police Chief (Keegan-Michael Key) with none other than ... chocolate, in order to keep the new kid from selling his superior goodies.Willy has even more challenges to deal with, including a knee-high, orange-faced Oompa-Loompa (Hugh Grant), who seeks restitution by stealing from Willy Wonka while he sleeps. Grant's Oompa-Loompa is a definite highlight here (just as he was in PADDINGTON 2), especially during his song. The other familiar song in the film is ""Pure Imagination"", though none of the new songs by Neil Hannon are particular catchy or memorable.In addition to Grant's sarcastic Oompa-Loompa, another highlight is certainly Nathan Crowley's Production Design, ranging from Scrubbitt's grungy basement to the picturesque town square and ultimately, the chocolate store sequence. The decision to have the young, idealistic Willy overflowing with optimism and lacking the grumpiness and menace of the grown Wonka makes sense for an origin story ... I simply didn't find it as magical, as entertaining, or as interesting.Opens in theaters nationwide on December 15, 2023.","
            6/10
            "
"Ingrouille181","11 December 2023","I had no interest in seeing Wonka. Just like Solo: A Star Wars Story, I didn't need a movie about Willy Wonka's backstory; his real story is in the main story of Willy Wonka and the Chocolate Factory. Sometimes less is more, and leaving his backstory out gives him more mystery and intrigue. I liked Timothee Chalamet as Wonka well enough, he's got great charisma, and all of the other cast do a great job too. The songs are really hit or miss, and most feel like songs I've heard in lesser known musicals before. It's passable for a Willy Wonka origin story. I appreciated the characters love of chocolate and wonder. But I think a movie like 2000s Chocolat (ironically staring Johnny Depp) plays with the love of chocolate and fantasy better, I'd recommend it more than this. Maybe giving Wonka the Greatest Showman set up would've helped this movie more. If you're a Willy Wonka and the Chocolate Factory fan, this probably won't do much for you. I'll give it a solid 6 out of 10.","
            6/10
            "
"xxrenxx","20 January 2024","This movie had none of the appeal of any version of the Roald Dahl novel, it certainly doesn't qualify as
the sequel it was advertised to be when there's no perceivable way from this story to evolve into any version of the original story.The musical numbers are weaker even than the casting. The entire movie plays out like a cheap stage production in which none of the actors wanted to perform.There was no need to retell wonka's story to make him a sad, likeable type when the entire original concept leans heavily on his dark nature and outright insanity. Just felt like watching a cash grab that'll be tossed on the pile of movies noone asked for.","
            1/10
            "
"Birminghamukengland","15 December 2023","This film is way too long.The concept has been done a million times before but better than this. The casting is adequate but none of them can really sing. The girl Noddy or whatever she's called was like a cardboard cutout, she really lacked something to make her part believable or to connect to the audience. Olivia Coleman played Olivia Coleman, she's really good at playing Olivia Coleman.The lead was ok, but that's all I can say. The storytelling was adequate and cinematography too but it's just ""meh"" from start to finish. It was all I could do to stay awake on a miserable UK day.Hugh Grant was washed out with CGI, in this day and age you'd think they'd be able to make things at least appear real.I wasted 40 quid on this rubbish.","
            3/10
            "
"harhouflo","2 January 2024","I really wanted to like this flick, even so, I went to the theatre with relative low expectations. Well, I should have even lowered them further. So far, enough has been said about the music. About how bad it is; and it really is bad, with just very few exceptions. I could have looked beyond that fact, being a musician myself I try to be less critical, a bit more open minded when it comes to musical numbers in movies. But in Wonka that's hard to ignore as it was just one bad song after another, sometimes crippling the already crippled super-predictible storytelling. Obviously the whole story is about Wonka but more depth often is added to other characters. You like them, you feel for them, you want them to succeed. I didn't care much for any other character, neither did my kids, they didn't care much for Noodles either. All of them seemed shallow and boring, including the villains, perhaps even Wonka himself, as I felt we were all waiting for the moment his personality would flourish and make us root for him till the end. Instead, it was more like looking forward for it to be over.In my sons's own words ""The scenery was great, the story...meh!"". In my teenage daughters' words ""this is so cringe"" (she still thinks Chalamet is very cute though). To be fair, there's very little in life teenagers don't find cringe. But this is coming form a couple of Willy Wonka movie fans, they both love and still watch the Wilder and Depp's versions. This one they said they're OK not to watch it ever again.It felt to me at times like I was watching a TV musical presentation or episode, where you kind of expect mediocre numbers and flat storytelling, because that is exactly what Wonka was. Sadly there's not a whole lot to choose from at the theatres right now and we had seen previews for Wonka that seemed promising, we all felt let down.","
            4/10
            "
"rshariff-66038","17 December 2023","This musical sucks. I dislike musicals in general but this one was the worse. There was a song every 3 seconds, and they were not even good and took attention away from the actual plot. I also wanted to watch this movie because I thought it would be about wonka giving away the factory but it wasn't even about that. The actors were not good either and the plot wasn't good either. All in all there could have been major improvements to the song, plot, and the actor in the movie. I wound not recommend this movie to anyone and left the movie too. Please don't watch this if you value your time and money.","
            1/10
            "
"vcapri-00849","12 December 2023","This is how you stretch ten minutes of predictable and bad plot out over two hours.Even worse it's a musical with terrible, cringeworthy songs. Felt like getting up and walking out every time they started singing, found myself just sitting and knowing the pain of another horrendous song was coming.Nothing was funny in this film, it was just painful. Blatantly obvious that Roald Dahl had nothing to do with writing this. It just seemed like another pointless reboot of something for the sake of making a film.Definitely could not cope with having to watch this a second time. Once was a lot more than enough for me.","
            1/10
            "
"ktmooviez","8 January 2024","I hated how overly whimsical this film was. It just felt so forced. The actors acted like they were entertaining pre schoolers. I know people probably will defend it by saying ""it's for kids"" but so was the original Willy Wonka film which was made for kids and adults. The originals humor was smarter and had more of an edge to it. It even had genuinely creepy moments (it's ok for kids to get a little scared).The music wasn't that great either. Nothing as memorable as the original film and some of the songs I even found kind of annoying. The voices weren't terrible but not great and I'm pretty sure there was some degree of auto tuning (maybe that's to be expected there's days but I'll never be a fan no matter how subtle it is).And was it really necessary to make Wonka into this big hero? There seems to be this trend of taking famous fictional characters and making them into superheroes or activists. Even villains like Cruella D'eville have to be antiheroes fighting against the establishment. It's ok to just be fun. And to tell moral messages in more low key ways. Not everything has to be super revolutionary and inspiring, Just let Wonka be a quirky guy who wants to make chocolate and hates greediness. He doesn't have to be this big anti establishment figure.","
            1/10
            "
"steve-32979","14 January 2024","There were some bight spots but overall I found the film disappointing. The stellar cast helped but sadly couldn't save it. The songs were predictable and pedestrian. The inclusion of songs from the original showed up how ordinary they were. They could have come from a round in 'Who's Line'. I am loving Hugh Grant's return to form but I think he was let down by poor special effects that didn't allow his character to develop. Considering the film was entirely shot in the UK, some of the Milan substitute buildings were spectacular. I feel bad marking this so low but a bit more effort in the musical department was required.","
            4/10
            "
"hkvfpbwb","18 December 2023","I'd been looking forward to seeing this ever since I was aware of it being filmed in my hometown, Bath, years ago.I'm still trying to understand how they messed this up. They had all the ingredients to make a truly scrumptious film -instead it's an inedible mess. The story is weak, the songs are forgettable and it is NOT an origin story.There are so many cameos from class actors and Timotheé Chalamet does the best he can with a really weak story.I've been left wondering who the film was for. It was too sugary sweet for kids and adults. It's nothing like as good as Paddington 2 which worked on many levels. Watch the Gene Wilder one instead.","
            3/10
            "
"chand-suhas","7 December 2023","Willy Wonka's origin story puts him in London, where he wants to make his long dream come true. With the most unique recipes, he quickly establishes himself as the best chocolate maker which irks the trio of the chocolate cartel. They want him gone in order to have their monopoly. How Wonka finds his unlikely family in London, who support him to make his dream turn into reality as well as take on the trio of villains forms rest of the story.This musical aims to establish this as a sweet film right with Wonka's introduction in the opening credits and it succeeds in that. Atleast 3 songs stood out and the back story to Noodles provide the much needed drama. There is also Wonka's bonding with his own mother. The songs compliment these emotions as well as the wacky ambition of the young chocolate maker. With the likes of Hugh Grant, Rowan Atkinson, Keegan-Michael Key in the supporting cast, makes it even easier in keeping the entertainment intact.The humor worked for me throughout and Timothee Chalamet brought some freshness with his take on the titular character. Calah Lane as Noodles was another standout character. The songs keep entertaining and so does the comedy scenes followed enough dose of drama without dragging the story. Ofcourse adult Wonka turned out to be quiet different and this film doesn't try to reveal anything about that, presenting Wonka as this sweetest boy learning to value relationship and succeeding in his dream to open a chocolate shop. It's a screenplay of convenience and there isn't much to complain.","
            7/10
            "
"gnillipsemaj","1 January 2024","I do not often like musicals. I am, as I'm sure millions of other people are a massive fan of Roald Dahl's work. I was very sceptical of what this may be like. I was surprised and delighted with this film. I think anyone who is very familiar with Roald's work will see that the creators of this really understand how he wrote and why and have honoured his brilliance in respectful and intelligent ways. Yes sure it's a total fantasy and quite silly, but once you tune in with that and allow yourself to enjoy what it is it is a great ride. Some songs are irritating and a bit poor but others are beautifully written and really funny. What this film really excels at is the delightful design of everything, if you enjoy that in a film you will love the world created here it is beautiful, magical, ingenious and spectacular. The score is also very nicely woven and had me a bit teary a few times. I really admire how it has been linked in many ways to the original, respectfully and tastefully. It goes without saying the cast is brilliant. Watch it. It's lovely.","
            10/10
            "
"samuelc_goldman-45076","24 January 2024","The film should have been called ""Noodle"".Not Wonka.Or perhaps the adventures of ""Noodle & Wonka"".The film is more about a girl finding her true self and building character through the friendship she forms with Wonka.So if you're expecting a Charlie or Wonka vibrant movie taking the original to the next level to dazzle and amaze, you will be dissapointed.The last 90 seconds of the film is the best part of the entire movie as it shows what the film could have been. It could have been bright and fun throughout.But instead they went with a negative and dark tone.Still, the main actor was terrific as Wonka.","
            3/10
            "
"GryeD","16 December 2023","I went to go watch this movie out of personal interest since I was a huge fan of the 2005 Willy Wonka version.For this movie specifically, it was a good attempt. People did get to learn more depthful insights on what drives Willy Wonka to become who he is. His color inspirations and drive backed by a lack of common sense defines his name.The creative uses of candy and colorful creations are enough to inspire anyone. The story and development was all right, a little simple but gets the job done.My only issue was how there was a bit too much singing. The songs are all right but some songs weren't needed. There could of been more time spent on critical development for Wonka.","
            7/10
            "
"chenp-54708","9 December 2023","It's a decent origin story about the character of Willy Wonka with good performances, beautiful production, musical tracks, and some good humor. Director Paul King, known for his works on Paddington 1 and 2, does a solid role in handling the setting and themes. The production, color presentations, and the sound designs are great with some good visuals effects and style. All the performances are pretty good as Timothée Chalamet, Calah Lane, Keegan-Michael Key, Hugh Grant and the rest of the cast members are all fun to observe. Rowan Atkinson is always a blast to see.The narrative is standard and King does try to provide some new interesting elements and style to the story and characters and there are some concepts that worked and some that could have been better. On the humor and singing, there are some good singing moments from the cast members and the humor was solid, although some humorous moments felt flat. The character of Willy Wonka is fun to observe but the other characters weren't really that investing or emotionally engaging to connect with. Some dialogue moments could be better.While it's not amazing, the pacing was good and I was still invested to see where the movie was heading. Overall, it's definitely not the best movie from Paul King but it's still entertaining with fun visuals and a good time to watch for the Christmas Season. Now time to eat some chocolate.","
            6/10
            "
"superfox_888","22 December 2023","I LOVED the first half hour! It was magical, wonderful, Wonkatastic.Then it died soon after plot point 1 signalling Act 2. I should have listened to Hugh Grant's complaints about the film. It gets bogged in melodramatic sentimentality with forgettable songs. Reminded me of Hugh Jackman's The Greatest Showman at times. Every great idea starts as a dream, and there's no shortage of big ideas and daydreams here.Timothee Chalomet is a competent Wonka, but the dialogue did no favours. He'd say a Wonka-ism like, ""scratch that, reverse it""... and never utter it again. The other characters are forgettable sidekicks. As far as I can see, the Oompa Loompa was included just for continuity's sake and holds no narrative purpose. As mentioned Hugh Grant has been quite vocal in his criticism, saying he only took the role for the money. As an Oompa Loompa, I quite liked him.On the way out of the cinema, I listened to people around me. Not one kid liked it. A couple of adults did. Most just wanted chocolate.","
            4/10
            "
"moonspinner55","17 December 2023","The background story of candy-maker Willy Wonka, a child magician-turned-chocolate lover who arrives in a thriving metropolis and immediately runs afoul of lying/cheating/thieving chocolate sovereign Arthur Slugworth. Wonka (an illiterate!) is railroaded by evil hoteliers and is sentenced to work in the washer-room, where he befriends an urchin and conspires to usurp Slugworth with his delicious chocolates made with giraffe's milk. This CGI nightmare from director Paul King--targeted at restless kids raised on Taylor Swift videos--opens with the tinkling notes of ""Pure Imagination"" from 1971's ""Willy Wonka and the Chocolate Factory"" (and goes on to use that song plus ""The Oompa-Loompa Song""). That's a nice touch, yet the dreary action that takes place down in the dark brown-and-beige washer-room is enlivened only by the ""Scrub Scrub"" number. The plot, concocted by King and Simon Farnaby from King's original treatment, isn't involving: Wonka escapes to open his own shop--across the square from Slugworth's building--only to have his candy poisoned, causing the crowds to turn on him and burn the place down (the urchin solemnly tells Willy, ""We can rebuild"", while the audience likely asks, ""Can't that wait for the sequel?""). King's sense of humor is of the dryly dubious kind found in today's kids' movies, wherein wonderment and magic are greeted with eye-rolling skepticism. When crowds gather (and they do--at regular intervals), no one is overly-surprised when magic chocolates make Slugworth and his flunkies levitate. This is a movie about wonderment without any wonder in it--the whiplash editing eliminates it. In the lead, red-nosed Timothée Chalamet doesn't possess a strong singing or speaking voice--nor, indeed, a strong visual presence (he's forgettable in the role). Some of the supporting players are marginally better, though the casting of Paterson Joseph as the lips-pursing Slugworth doesn't pay off (he's whispery-intimidating but drip-dry and vacant, like the pimps in the blaxploitation movies). The CGI will probably please those who can't get along without it, but it looks cheap when focusing on Hugh Grant as Wonka's chocolate-stealing nemesis; we can't get an idea of this Oompa-Loompa's size, which seems to change, nor his personality (he's brash and yet benign). The intermittent musical numbers give the film a bit of a lift, but not enough, and a vengeful plan for Wonka that lands him in a rising pool of chocolate (""Death by chocolate!"") puts a damper on the whole thing. ** from ****","
            5/10
            "
"daveylaurie","16 December 2023","Worst movie I've seen in years.Went to see it out of nostalgia and walked out after an hour. Simply awful.The singing and music is terrible, the acting awful. Recreating the Wonka persona doesn't work for me. As a character it was just too far removed from what I remember as a child.Children with no knowledge of Charlie and the Chocolate Factory will probably enjoy this as a stand alone movie but some things should just be left alone.Looking at cast, and the director, this movie should be much better than it is, but falls well short. Doubled up with the most talkative and disrespectful crowd I've experienced in the cinema meant there was no joy from me.","
            1/10
            "
"samnaji-15383","15 December 2023","A prequel to Charlie and the Chocolate Factory is an enticing idea, especially if the film is a prequel to either the 1971 or 2005 film. It should not be a difficult endeavour provided there is consistency to one film or the other. The problem I found with this film is that the setting has the Germanic vibe of Willy Wonka and the Chocolate Factory but Timothee Chalamet is channeling Johnny Depp from Charlie and the Chocolate Factory.Apart from the Johnny Depp's Wonka impersonation, there is nothing in this film that is related to that 2005 film. The backstory of the dentist father and the origins of the oompa loompa are dropped for something different. Shame. I would have liked it if this film was set in that universe. To add to the disappointment we did not get a story that is set in the 1971 universe either as the character of Slugworth and the people are completely different as well. Put it this way it is a film very much for 2023. I mean if you are going to do a prequel, at least try and be consistent with that 1971 universe.There are some positives. I found Timothee Chalamet charming and a great fit for the role. Some of the jokes landed, but not enough to warrant a comedy (in the full house I saw it in, no one laughed out once). Paterson Joseph was fantastic as the villainous Slugworth. It was also great to see Tom Davis get more screen time (a very underrated actor). Hugh Grant was probably the best bit of the film and it is a shame we did not get more of him. The dancing was also fun to watch.Unfortunately, for me, most of the songs did not land. The story was also lame and the character of this young Wonka did not gel with the craggy, somewhat mean, reclusive character we know when his chocolate ideas get stolen. To be honest I was somewhat bored by it. I checked the time twice as I felt it was 20 minutes too long.It is not a film I would see twice after loving the first two movies. I came away disappointed as it was not the prequel I had hoped to see.","
            3/10
            "
"roncarrpurdue","4 January 2024","Timothée Chalamet should not have been cast in a musical. His one note performance ruined what potentially could have been a good movie had someone who could sing have been cast in the role. I wanted to leave after the first song but stuck it out and did get to hear him hit a couple of notes in the final song, so I'm not sure why they couldn't have done that throughout. The best scenes were towards the end when the technical production was kicked up a notch. Hugh Grant probably stuck out as my favorite character. The three antagonists were pretty annoying, which, I guess is appropriate for antagonists.","
            4/10
            "
"Elvis-Del-Valle","12 December 2023","Years after Gene Wilder brought Willy Wonka to the big screen for the first time and after Johnny Depp played him, now the beloved chocolatier returns to recount his beginnings before creating the chocolate factory. The film tells a charming story that manages to maintain the essence of the 1971 film and update it in an excellent way. He presents us with an innocent and charming Willy Wonka who has that charisma and eccentricity that so characterizes the character. The movie shows Willy as a kind of magician and that's what he's always been since he first appeared in Roald Dahl's book or the original movie. Without a doubt, the actor manages to maintain the eccentricity of the character. Hugh Grant plays the first Oompa-Loompa that Willy met and the way he embodies this peculiar character is wonderful, making him striking. Even though short real actors were used in the original film and CGI was used here, they managed to keep the Oompa-Loompa's appearance and quirkiness intact. The film's musical numbers are a work of art and have the feel of the original film's soundtrack, making the musical scenes masterful. It is quite appreciated that some parts of the original soundtrack were also used. The acting, the production, the special effects, literally everything in this film is excellent, managing to respect the vision of the source of origin and making it a worthy successor to Dahl's work for perfectly capturing its magic. Wonka is definitely one of the best prequels in cinema history and a beautiful film to enjoy with the whole family. My final rating for this movie is a 10/10.","
            10/10
            "
