"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"zaro-65774","6 January 2022","This show obviously deals with psychological problems like people's fear of abandonment, daddy issues and disappointments and even the issue of an imaginary friend and how both of these can lead people to self destruct and lose their identity both chasing and running away from what they fear.The show doesn't appear as psychological at the start but if you make it to the last episodes (which can be a bit of a heavy marathon which is why I am giving it an 8/10) but then and only then you will get the whole idea of this show.Dornan did a good a job and deserves recognition for trying to shed light on these psychological disorders!V.","
            8/10
            "
"bruce_lynn","14 January 2023","At the heart of the series is a clever premise in an alluring setting that could set itself up as an intriguing thriller/mystery. But it's all downhill after the riveting first scene. And that first scene provides a hint of the contrivances in store for the next six episodes as the climactic collision makes no logical sense whatsoever (like so much to come).If you try to make sense of the chaotic plot or you will end up as perplexed as Jamie Dornan's character. I won't even start to go into the inconsistencies, gaps and ""really?"" moments in order to avoid spoilers. Anyway, if I did an ""Everything Wrong With the Tourist"" YouTube video, it would last the entire 5 hour duration of the series. I tried to suspend disbelief in the beginning, but even the Golden Gate Bride couldn't support the coincidences, stupidity, fantastical incidents piling on top of each other. In fact, as the writer is starts to wrap things up in the final episode, he has to resort to one of the most forced devices I've seen used to try to pull together the disparate collection of plot pieces. It was almost like a crime/thriller skit show comprises of cute and clever (often tropey) bits loosely strung together.And yet despite all the randomness, the core elements of the plot are utterly predictable (see tropey). Pretty much the moment every main character was simply introduced on screen, we predicted what role they would play in the mystery.The character arcs were as flat as the Australian outback. And yet the characters regularly did things completely out of character. Not that it represented some shift in their outlook or motivation, but just because the chaotic plot called for it. In particular, Jamie Dornan plays the protagonist as one dimensionally as he played Christian Grey in ""Fifty Shades of Grey"" (in this case ""broodingly bewildered"")..The shining light, both as character and portrayal is Danielle Macdonald's Helen McDonald. She is irresistibly awkward, enduringly lovable, exquisitely complex cornerstone to this story (much like Jennifer Coolidge in ""White Lotus""). Hopefully, she (and her relationship with Dornan) will be more carefully crafted in the sequel obviously set up by the contrived cliffhanger ending.","
            4/10
            "
"pietclausen","10 January 2022","The plot sounded interesting and indeed the first episode made the grade. But soon thereafter the pace went astray and too many involved characters spoiled the broth. Even binge watching this show did not clear the confusion and the ridiculous handling by the authorities made the show laughable and amateurish. A story to be forgotten as soon as possible.","
            2/10
            "
"fierackas","10 January 2022","I'm not sure why this is getting so many poor reviews, I know the BBC has been churning out a load of woke rubbish lately but this was actually a decent and entertaining show. I'd recommend giving it a view.","
            8/10
            "
"somethingreal81","5 January 2022","I forced myself to finish two episodes of this before finally giving up. The plot was glacially slow and I didn't care at all about the characters, certainly not enough to slog through 4 more episodes to find out the backstory for Dornan's character. Such a letdown considering the talent involved.","
            3/10
            "
"dcarroll74","25 March 2022","Jeez, saw some of the reviews and saw, written by wannabes. Said a lot, said nothing, just wanted to be heard/seen.I watched and, did'nt have a clue what was going on, or happening. Jamie Dornan and Olfar Darri Olfsson were the catch.Crap start because no one knew what was happening, looks like the movies today.However, once one takes time, and a few drinks, the story slowly evloves, and not just on the visiual.This is actuallly a very good series, and I should say, despite having reservations on some of the actors, they actually shone through.I forgot to drink, that is how good this series was. Cudos to all involved.","
            10/10
            "
"Ginrosie","2 January 2022","An international cast in a fast paced outback thriller...Starts off like the 70s classic thriller Duel, with a guy suffering amnesia following an accident. Like all good thrillers it doesn't long before the twists come in, you'll doubt who is telling the truth and a few dark, shady characters. As secrets and unexplained actions slowly become exposed...each episode ends with more questions.","
            7/10
            "
"dgjones-62258","1 January 2022","This show is obviously inspired by the Coen Bros Fargo, but inspired is not a word I would use to describe the writing.The so called 'characters' used to make the Australian outback interesting are poor stereotypes and badly written.This is a tiny spoiler which you might have seen in the trailor for the show, but how do you not see a huge truck speeding on a dusty road?I have only seen the first episode so I might be a bit harsh, but I won't be watching the rest.For me, this is yet another drama that wouldn't have been made unless you had contacts in the BBC.The four stars are for the photography.","
            4/10
            "
"manschelde-1","4 January 2022","This series might be called ""Tarantino Dundee on acid"".This Series-1 is a slow moving and sprawling contrived bonkers overlong yarn, but once you accept the slow pace it is enjoyable enough. It has black humour quips and stereotypes oozing out of each cliched set piece.Potty mouthed character ""the man"" steals most scenes. Kudos to Jamie Dornan who in interviews says he was told it was a cross between ""Killing Eve"" and ""Memento"". But while many people judge it to derivative of other works, you must discard all that whining for the 6 hour duration. And live with the disappointment that the ending may not be what it seems.Unsympathetic portrayals of outback folks maybe, with some grotesques like the Ethan character hamming it up, the grim ill detective with the catheder, and some obese looking supporting characters.Ludicrous over the top portrayal of American ""Billy Nixon"" character, with the nine lives, by bearlike actor Ólafur Darri Ólafsson whose gravel-voiced platitudes, delivered in a Lee Marvin style, are nonetheless memorable.Despite negative remarks from others, the portrayal of probabation officer ""Helen Chambers"" by ""Danielle McDonald"" seems good. She endeared herself to me, despite all the abuse she gets.Just mildly disappointed that one or more Barry Humphries characters didn't pop up offering lamingtons to all and sundry, it might somehow have worked, maybe in the tripping on LSD scenes, or cafe scenes.By episodes 5 and 6 the plot has become such a mess that one might accept it as surreal comedy, unfolding in a tripped out mismash. There are some tedious scenes in the final episode, until the ghastly reveal.Shades of the spaghetti western genre in some music choices.","
            6/10
            "
"johnmcc150","9 January 2022","There are three good performances here (Jamie Dornan, Shalom Brune-Franklin and Ólafur Darri Ólafsson. But there are many wooden portrayals of Australian caricatures. The plot, though often intruguing, stretches credibilty and introduces unnecessary complications eg the imagined brother of the Greek gangster. It is a strange mixture of the vicious brutality where several innocent people are killed on a whim, and misplaced comedy. If the script had just been tightened up and shortened, it might have been good.","
            5/10
            "
"bpb99","8 March 2022","As mentioned the most vital part of hooking the audience - the beginning of the series was wasted on a silly and unrealistic car chase. Not only is the whole premise that a semi-trailer truck is going to keep up with a small sedan completely ludicrous.. But then the sedan seems to just drive straight beside the truck.. The sedan could turn 180 degrees and easily out maneuver a semi-trailer.. but then he does and he is.. cheering? Like it was expected and he overcame (even though he seemed surprised initially). Then all of a sudden (quite predictably) the truck comes out of nowhere and hits him. It's just such a badly executed scene in so many ways- I have no interest in what the rest of the series has to offer.","
            1/10
            "
"robdrummond","9 January 2022","Second Series:
I had forgotten I had posted bad review on this and bought into the BBC hype of a second series. As the title was familiar I started watching it.I checked on here to see my submission below which chimed very much with my starting to watch this second seriesIt's really bad - such weak characters - flimsy plot lines with quite a few ""nutters"" thrown in to make a totally unpalatable soup.Don't bother with either this second series or the first they are really not worth your time. Go watch paint dry instead.First Series:
I am on episode 3. I wanted to give up after episode 1 - but i am still with it (but not for long)It gets worse and worse. The plot is thin and the acting way too wooden to be anything close to being professional/believable - especially the main ""cop"".Really - do not bother.Sorry Australia - but why our BBC bothered to buy this and promote it on any channel - never mind their main channel - is a complete mystery.","
            3/10
            "
"angel-lc","19 January 2022","After the first episode, I wasn't sure about it. I'm so glad I carried on with it though. It definitely gets better. I loved the humour, quirkiness, and the characters. It's a bit different, plenty twists and turns which keep it interesting. Well worth a watch.","
            8/10
            "
"jewellz48","7 March 2022","I enjoyed this a lot. Good pacing, interesting story, and well acted. I also enjoyed the setting in the Outback. I do think the story got a bit convoluted and complicated. I liked the mystery around The Man's identity, but thought that the unraveling of his previous life was a bit rushed, especially the reveal at the end. I would have liked to see his previous life a little more fleshed out and dimensional. It never really felt like he actually had those experiences. But I enjoyed what they did show, and especially appreciate the odd bits of humor sprinkled throughout. Worth a watch.","
            8/10
            "
"crumpytv","22 January 2022","I am afraid I find Jamie Dornan a totally one dimensional actor, if act is the right word.Any chance this drama had was lost when casting him as the lead character.It would have been far better having strong Aussie character in the role.It was too long and episode 5 was a complete waste of time.The most interesting aspect of this drama would have been showing how a near 20 stone man can get stabbed in the back, hit over the head with a crowbar and fall backwards into a 30 foot well and still survive and climb out of the well. Maybe he had special powers in those ridiculous cowboy boots!Another BBC profanity fest flop!The language really was overpoweringly and boorishly offensive.","
            2/10
            "
"martimusross","9 January 2022","The TouristAfter a rip roaring start of high drama the plot meandered slowly through a whole series of contrivances, we needed to read someone's lips and we had a lip reader close bye, he needed money and he was given money, he needed a room and someone gave him a lift, he needed an email address and one was thrust in his hands.We were then presented with a whole array of idiosyncratic Australian two dimensional stereotypes against a backdrop of an experimental musical score. Subtitles were a must with the extreme northern Irish accent.Not a single person did we empathise with even Helen, played by Danielle Macdonald the trainee constable was a self made victim. There was absolutely no chemistry between any of the leads they didn't even appear to like each other, I suspect this drama is a pandemic victim.It was incredible that the script asked the viewer to accept that one half of a couple, madly in love, would not reveal her identity straight out to her amnesiac boyfriend and then try and rekindle that relationship in a subsequent scene because she wanted a ""reset"", simply unbelievable idiocy!Episode 3 we had an attempt at humour and profundity both fell flat as a pancake!Finally in episode 4 it really improved with some quality interactions, and amusing situations. We really had a glimpse of what Danielle Macdonald was capable of.The show then reverted to tiresome and tedious in episode 5, it really was far to clever for itself! The denouement inferred we cared who lived and died, when we did not, so this was a fail, it was truly an awful chore after already watching 5 hours.Overall this is a 2 outta 10, meaning no one should watch this tripe and why was it made at all!PS: Every break has been given to Jamie Dorman since The Fall, and I am at a loss how he can still be getting work. He just cannot act at all, and the last 5 things he had been in have all been atrocious. To pretend otherwise is delusional just a glance at Wild Mountain Thyme or Vista Del Mar confirms the turkeys he had been in.","
            2/10
            "
"paulscott-18340","5 January 2022","The first 2 episodes are excellent. 3 & 4 are average and then after episode 5 you wonder why you ever started the series in the first place. A real shame because it starts very well!","
            5/10
            "
"mike_216","16 January 2024","I really enjoyed S1, it's a solid 8/10 for me. But S2 was a huge disappointment, a 5/10. Seriously half the storyline in S2 is dragged out. The ep where Helen was kidnapped and held in the basement - filler ep. The ep where Helen's in the hospital in a coma and half of it's her dream - filler ep. Plus, the final ep where Helen finds the hidden case, by first finding a taxi record from FOURTY TWO YEARS AGO, despite not knowing the exact date or location of where the taxi was. THEN - she locates the pickup spot, and manages to also find the spot where the case was buried in a huge field - laughable. What a joke. Don't bother with S2, just watch S1 and leave it at that.","
            8/10
            "
"Xavier_Stone","17 January 2022","The missing memory thing has been done to death already, surely people are tired of this false sense of creating drama. The actions are just terrible.The scenes are just patched together with bad actors and extremely poor writing. The incompetent police force just sets me over the edge and somehow makes the dude with no memory the most intelligent detective in the show. Unreal.","
            1/10
            "
"cjonesas","27 March 2022","My views and emotions are mixed on The Tourist.On one hand, we have an intriguing story, suspensefully well developed, bringing lots of bright dark humor and some comic moments to its storyline's plots, having some limited crazy actions, but lacking real dark thrilling vibe. On the other hand, we have the emotional and romantico-caustic side of the show that is beautifully and somewhat rosily depicted and the changes in characters' emotional decisions throughout the episodes heart-warmingly brought to the screen.I enjoyed both parts very much. Jamie Dornan brings his character to believable life because of his crazy presence and charisma, has menacing macho aura, walks, talks and behaves as his character's nuances require.That said, the highlight goes to Danielle Macdonald (Helen) who steals the show, embodies such combination of naivety, innocence, glamorous lovely deer eyes at all times, looking 5-6 years younger and going through character changes of a ""17 y.o. Adolescent"" to a decisive Bonnie-like woman who would do anything for the world and her loved ones, seeking to help everybody (well, the charismatic Elliot is not everybody!), while keeping that ""adolescent"" heart of hers pounding at all times, which red hotness extends way beyond ""the speed limit"" of her body.The outback out there is beautifully shown and depicted, vastness of which caresses the eyes, takes your breath away and grips a tight hold around your heart, making you gasp in awe, while all the way looking for tortoises, scorpions and rattlesnakes with keen eyes.A show, which unfortunately derailed in its last two episodes, didn't flesh out and explain Elliot's past as it should, besides Lena Pascal speaking real Russian and performing quite good despite her limited screen-time.All that would hopefully be expanded in the second season with more thrilling storylines to come and Helen saving Elliot sort of for the second time while tenderness flash in her eyes.Writers, please teach Elliot a lesson in life that you can keep running away, but you can never run away from yourself.Mr. Dornan's characters wherever you are, take note!","
            8/10
            "
"markfranh","7 January 2022","There is a scene in Episode 4 I think it was where one character is stabbed in the eyeball with a pen. Gruesome, I know, but some viewers may find that preferable to having to watch this series.I won't say this is the worst tv series I've ever seen but I will say that it is the one that fell the furthest short of expectations based on all the hype leading up to it.The biggest problem with the series is that it doesn't seem to be able to make up it's mind what it is.Is it trying to emulate a Coen brothers film as others have suggested in these reviews? Well, if that was the intention, it has failed miserably. The Coen brothers achieve consistency throughout all of their movies and this series is just all over the place.There are aspects of Tarantino here with at least a couple of scenes with extreme bloody violence. But again, one scene is extremely violent and moments later we cut to outright comedy.So is it a comedy? That didn't even occur to us as a possibility until perhaps late in the second episode or maybe into the third when a few of the scenes started to come across as vaguely amusing. A black comedy? Was that the intention?Well, not too many comedies have people being stabbed in the eye with a pen or almost decapitating themselves on a broken window so that seems unlikely.Is it a spoof in the same way ""Airplane"" was a spoof of the movie Airport and the Scream movies are all spoofs. The thing with a spoof though, is that you know you are watching a spoof. There is no doubt. With this series you just don't know.Characters are clearly stolen from other movies or shows. Tell me the character played by the world's best known Icelandic actor isn't modelled on Javier Bardem's character in No Country for Old Men? Back to the Coen brothers again.Ideas are stolen from other movies too. There is a scene in episode 4 where two characters are going through a collection of fake passports and the different names that appear in each of them. Each name taken from the names of a famous pop group. Now I know I've seen that somewhere before but for the life of me I can't remember where it was. Might even have been a move from 50 years ago but it's been done before, possibly more than once.And Dmitri? Seriously? Does a Brad Pitt character immediately come to mind? Except in that old movie you didn't see the twist until the closing scenes. Here it took maybe three scenes with Dmitri to know what was happening it was so unconvincing.A character dies after being buried underground and then has the misfortune to have his life giving air hose to the surface clogged with sand in a massive sandstorm. Sorry, seen it before. It's been done. Another idea stolen from another movie.At one point a character barely survives a vicious fight and being stabbed in the back. He stumbles outside to escape, sits down on the edge of a well, and, well, you can guess the rest. Tips over backwards into the well only to later climb out relatively unscathed from all he has just been through. Keystone Cops? Laurel and Hardy? Charlie Chaplin?How about movies where a sane character but with a serious problem suddenly finds themselves in the midst of a strange land where all the locals are a bit odd if not outright stupid? Sound familiar? Well Elliot here certainly has a problem and wakes up in a strange land where all the Australians are simpletons if not stupid. They aren't munchkins but a surprising number of them are fat. Again, it's all been done before and far better in many other movies.Another comedic aspect that just fails miserably is the issue of money. Right at the start Elliot discharges himself from hospital with no id and no money or anything so Helen gives him some cash to get him started. And boy, does this money go a long way. It pays for a bus trip. It pays for a room for the night. It pays for meals. It pays for drinks. It pays for a helicopter ride which was an hour each way. It pays for two rooms for a later night. Sure, you could argue that Luci manages to cough up the approximately $2,000 for the two hour round trip helicopter flight from a bit of spare cash she has in her purse. Or maybe the locals just decide to do it for free out of the goodness of their hearts, simpletons that they are.And our detective from the big city? Seen it all before. Totally unconvincing. He even had to have the personality quirk of the regular 10:00 a.m. Phone call just to emphasize he's a bit odd. Boring.I could go on but I'm only through episode 4 and only continuing to watch to see if the ending turns out to be that Elliot has actually been dead the entire series and hasn't known it. Maybe we get to see his back in his final scene and there is a large hole in it from a shotgun blast after the car crash in the opening scene. Old Bruce Willis' film anybody?Just one final thought. One of the key bad guys here is constantly on LSD. Much the same has to be suggested of some the reviews I've seen posted here: being on LSD might be the only possible way to get through the series without seeing all the massive problems with the writing and the directing. Absolutely unbelievable people are giving this s*** 9s and 10s. What are they on?And given that episode 5 pretty much is entirely a ""bad acid"" trip (and, yes, that's been used before to recall lost memories), then why not join in?Just a totally depressing experience I could have done without.","
            1/10
            "
"Britsahil123","26 January 2022","Interesting drama with a great pace and excellent acting which ended well for a change! It was gripping right from the start and the outback setting added to the eeriness.","
            9/10
            "
"msghall","6 April 2022","There's a lot to like about this series, especially Dornan's committed performance. Sure, there are lapses that could've have been edited out but that's par for today's half-hearted Covid productions.The big drawdown is the cheap filming, the persistent gloomy yellow skies, the dark and dingy atmosphere. It all makes for an unattractive viewing on modern TV's.A shame. This could've have been much better with a bit more money, a more experienced crew and expertise in visual arts.","
            7/10
            "
"adansantos","1 February 2024","The first season wasn't perfect, but it was enjoyable, and should have kept it as a mini-series, but they just had to do ""more"".The second season was written and directed by AI, or so it would seem, as no sane person would come up with such nonsensical plot, ridiculous dialogues and more plot holes than a sieve. You will have to do mental acrobatics and suspend your disbelief like you've never done before.Also, me and every fan of Fargo are deeply offended by the comparisons. How dare you compare this pile of tripe to that masterpiece?The high rating is sure the work of friends and family of the production team, no doubt about it.","
            1/10
            "
"Mikecizi123","4 January 2022","Good, twisting and amusing entertainment. Get over the little issues and enjoy the whole: characters, laugh out louds, tension, surprises, feel goods, feel sads. Top quality TV.","
            10/10
            "
"kagey-28769","2 January 2022","This is 6 hours long !! That's 4 good films worth !!It could have been done as a feature film 90minsIt doesn't show Australia in a good light , takes it back to the 50's .One surprise is how good their mobiles signals are , in the middle of the outback not a problem perfect !!As for anything else about this series , it tries lots of different angles and do any of f them work , I'll leave it up to you !!","
            4/10
            "
"v-carrollgreen","3 January 2022","I enjoyed this. Macdonald is terrific, as are the other actors. Kept me involved through to the end. Some say it's formulaic, but since when was genre a bad word?","
            9/10
            "
"grahamf-55542","7 January 2022","Sorry, but having watched the first episode I wasn't able to continue. The humour was ok, but it didn't really seem like a comedy and the story was messy and entirely unbelievable.I am sure the Australia shown here is inaccurate, but as I have never visited I don't have evidence.I hate it when I can't finish watching a short series and I expect this might have got better towards the end. Sadly I'm not hanging around to find out.","
            2/10
            "
"AfricanBro","14 March 2022","Nothing to blow your mind away here but the show's alright. I don't know if it's owing to mainly watching British or American movies and television that made me feel like it's just a bunch of Americans faking an Australian accent. I wasn't captivated on the get go but I was intrigued to find out who Elliot was so I kept on watching, and by the time his memory's back I had watched too much to just stop midway through; I think it gets better as it goes, it doesn't suddenly become a good series but it's good enough for a watch. The story's a bit stretched, it's like an English essay from high school where you start to add bits and twists to it to make it longer to reach the word count and maybe more interesting while you're at it so it stands out, but still get measly grade in the end.","
            6/10
            "
"karenblade","4 January 2022","Opening episode very good and I had high hopes. From episode 3 it turned into a slapstick comedy and a bad one at that. So poor. Don't waste your time watching it.","
            2/10
            "
"andy-23021","5 January 2022","Really enjoyed this plenty of twists in the tale and some comic moments - not the usual wokery we've come to expect on the BBC these days. Really hope they'll make a second series.","
            9/10
            "
"mykwyn","3 January 2024","First series was good.Second series was laughable. Plot holes you could drive a bus through litter it like confetti.Our hero, trying get away from people chasing him in a van by running down a road, whilst surrounded by open moorland and then a pine forest, yet he sticks resolutely to the track, obviously he gets caught, he escapes and does it again. To give just one example.Continuity is appalling too. One minute he's on a barren island, no trees at all, then he's running through forest looking remarkably like the one mentioned earlier, yet not visible in the drone shot of the island., then he's at a cliff again.As for the fake beard at the start. 😄
Some of the dialogue is great, but the way the story has been executed really let's it down.","
            4/10
            "
"taylorphilip","3 January 2022","Far too long, far too stupid, far too badly written.,Far too absurdist, far too ridiculous, just far too, and a complete waste of time? I somehow got to episode 5, and then just gave up. There is absolutely no point in attempting a serious critique of this nonsense.How did this ever get green lit? It is the most farcical pointless drivel that has crossed my path in a long time . It had some point up until episode 4, but, then if the character dropped acid, then i'm certain the writer must have too.Honestly, I could write a better script than this, and I would not have to journey to Australia, and come up with every Aussie cliche ever written. A complete and utter waste of time and budget, and a sad reflection of modern BBC drama. Jamie, you must have been paid a whole bunch of money for you to have agreed to appear in this B. S........or maybe you just fancied a holiday?","
            2/10
            "
"ed-thomas-617-589659","3 January 2022","Yet again Australia wows with a superbly put together series
From the same country that brought you Mr Inbetween this is superb viewing
Brilliant stuff.","
            10/10
            "
"jfbrosschot-39127","28 February 2023","A mix of elements reminiscent of Bourne, Duel, Breaking Bad, Twin Peaks and a lot more, but merely bleak echoes, meagre acting, the scene timings do not correspond well with each other, the script is is full of illogical twists, the characters are monotonous (the main character's painful expression is nearly the same through 6 episodes) and not convincing (e.g. Talking as if sitting cozily a quiet lounge while actually bleeding to death), and often the figures are standing still in the middle of a crucial action scene (e.g. End 5th start 6th episodes) as if they don't know their text or wait for the others to do something. Very weird. The 1st 2 episodes were at least interesting enough to watch and made me curious, but the rest was a waist of time. Several of the reviewers speak of comedy. This bewilders me. Comedy? Am I reviewing a different series? I don't think it's a comedy, nor do I think the director meant it to be one. Or were all the bad and weak parts that I noticed meant as... jokes? Well, in that case I apparently didn't get it.","
            4/10
            "
"SplatDcat","7 January 2022","Good God who thinks up this carp? It's as if the worst writers ever got revenge on their own then took it out of hapless viewers. You'd sooner chew your arm off to escape this!Avoid.","
            1/10
            "
"Lejink","2 February 2022","Is it fair to review and criticise a TV series after only two episodes? Well, about halfway through the second episode of this heavily promoted six-parter from the BBC, I finally spoke out to my wife as to how absolutely awful it was. Her immediate response was that she'd been thinking the exact same thing and while I was game, for review purposes at least, to see it through to the end, my good lady wouldn't be convinced so we jointly decided to leave it hanging.A confused, shapeless, undramatic mixture of ""Walkabout"", ""Duel"", ""Memento"" and ""The Fugitive"", Jamie Dornan is the guy who we first see getting run off the road by a massive truck in identical fashion to Spielberg's early feature. When he comes to, he finds he's suffering from amnesia but after another blatant attempt on his life he hooks up with a seemingly disaffected waitress to hit the road and try to locate a mysterious caller on a burner mobile phone he's intuitively collected, who tells him he's been buried alive and might just be in need of some urgent help.As the two of them head out in the middle of nowhere to rescue the caller we're introduced to the ruthless hulking guy who was behind the wheel of the truck and who plainly isn't finished with Dornan yet. He's ruthless alright as we see him brutally murder an underling who wants a piece of the bigger action. Also interested in Dornan's plight is a low-level young female Aussie cop who gets in way beyond her pay-grade to try and solve the mystery around Dornan's character. She has an older, geekish, controlling boyfriend, who I'm guessing must be the only guy around as there seems no other reason why she should be with him....and that's where we left it. The narrative exerted absolutely no grip on us at all, the characters were completely unsympathetic while the acting by all, including the much-vaunted Dornan, was painfully wooden and one-dimensional. I'm guessing the production was aiming for a Coen Brothers in Australia vibe, but if it had said that on the tin, I certainly wouldn't have bought into it in the first place.Good luck to those who got through it to the end, but my wife and are just pleased we didn't waste another four hours of our time on such dreary, dusty dreck as this.","
            1/10
            "
"BornKnight","8 February 2024","Season 1 Review (currently on NF):Criminal thriller series in 8 episodes with a touch of dark comedy and drama about a man Jamie Dornan (of ""60 Shades"" trilogy) and Danielle Macdonald (as Probationary Constable Helen Chambers in one of the sweetests characters I've ever seen).The chemistry between the two in this series is amazing and cute, bringing some relief to the tense rhythm of the main story that have many bloody sequences and great wide shoots of the Outback.The man is driving in the Australian Outback and suddenly is pursued by a truck (terminator style). After being knocked out of the road by the one he lose all memory and enters in a saga to discover his past.In general lines Dornan character is very good and the series that maintains a thrilling experience till the 5 episode, being a tid bit bit weaker on the last episodes. As a whole, the serie could have ended in the first season that is an all around story.For this, I gave a 8,0 out of 10,0 score / A-.Season 2 Review (on NF from 02-28): 6 episodes in Ireland awaiting, but it is in BBC One rn.","
            8/10
            "
"saint_matthew-91315","3 January 2022","Bad acting, through a terrible screenplay, full of ugly paper thin cliches passing themselves off as characters.Not much more to say about this show, i got 2 episode in & had to turn it off out of purest frustration at the complete lack of direction of the work, or the ability to gain any level of enjoyement from this joyless, ugly piece of television.","
            1/10
            "
"davidsaid","4 January 2022","Honestly what's the point in six episodes? So overly long i lost interest. It would have been probably pretty gripping if it had been 4 episodes. Might have been 7 out of 10 rather than 5. So yes a drop of 20% for diabolical editing making for very poor storytelling.","
            5/10
            "
"nitilaanderson","10 January 2022","I was informed this was one to watch.I was getting confused with old style, western music which reminded me of Clint Eastwood maybe making an appearance.I enjoyed watching this and watched it to the end.Well all I want to know did Elliot die or was he saved by his knight in shinning Armour???One episode I found strange was when the Hitman with the cowboy hat ended up in the well. How did he mange to get to Victoria's place before she did????Also when Elliot was high on LSD how come all his dreams made sense????","
            9/10
            "
"nigelmacdonald-97173","16 January 2022","This started well and the first couple if episodes drew me in, but by fifth it had me completely lost and really wanted it to be over. I don't know why films and TV series insist on having endless flashbacks / dream sequences / hallcinations, but its always irritating and a lazy attempt to make them seem cleverer than they actually are. This could have been a decent 2 hour film if all the needless scenes had been cut.","
            3/10
            "
"pallelli","27 January 2022","About halfway through the 1st episode, our hero is driving a small hatchback, and is being pursued by someone driving a large articulated lorry, off road, in outback Aus. It should be simple enough to get away, but for some reason he's having problems. What rubbish I say, (that's the polite version), but I stuck with it, and towards the end of episode 3, the show reveals its true colours as a deliberate and amusing comedy. So far that's all I've watched, but I'm looking forward to Episode 4.","
            7/10
            "
"r_mc_laughlin2002","6 January 2022","I have to believe that the high scoring (and for this - anything 5 and above is delusional) are either paid spivs, involved in the production, working for the BBC and trying to explain to their bosses why they commissioned it, or on LSD - has to be the worse thing I have watched in YEARS! - Many YEARS! - Jamie Dornan must have run out of all that 50 shades money and was desperate for a paycheck!","
            1/10
            "
"chrisjohndavies-52753","13 January 2022","I'm not sure who I'd lock up first, the script writer or the director. The dialogue is torturously ponderous and at times, beyond banal. It has glimpses of humour but much is cringeworthy. If they took out the pauses between the actors speaking, they could reduce it to three hours from six. The less said about the ludicrous Dornan LSD trip sequence in episode 5 the better. I persevered but I've no real idea why. Six hours I won't get back.","
            3/10
            "
"jiballini64","10 January 2022","The only dark skinned people in the Australian outback are not local indigenous? WTF????This is really dreadful. Jamie Dornan must be wondering why on earth he agreed to do this drivel. The characters are all one-dimensional and it's really hard to give a s*^t about any of them. Zero chemistry, zero talent, zero story. Every Aussie ocker cliché under the sun, though.","
            2/10
            "
"Miss_softnessss","11 January 2024","Series 1 is absolutely brilliant and expect the unexpected. Really well thought of and tight plot. Series 2 is the opposite and a great disappointment. The annoying character from series 1 is 100x more annoying and the main ones seems to have lost their true identity (pun intended) and their wit. They do things they would never have done in series 1 and it gets frustrating at some point. Helen is definitely not the same character as in the first series, she's annoying and disregards the Irish community and behaves as if she is still in outback Australia and all places are her playground and going rogue on her own.","
            7/10
            "
"pointzeropictures-1","4 January 2022","Another missed opportunity in my book... How do these people get these really poorly done things made? The only thing watchable in this is Jamie Dornan but even that wears thin after a short while. First of all, I hate the rusty-brown, camel-dung, muted colour, dark look. Urgh! The pacing is like watching paint dry. The directing is student film level. The characters are clichéd, shallow and poorly-rendered. The directing/acting choice of the police woman who struggles with her weight (who tried to be funny with her awkwardness) is beyond painful to watch, unbearable and god-awful. After struggling through 2 episodes I couldn't watch no longer. There are so many other things to watch that are at least half-way decent. What a waste!","
            3/10
            "
"ChrisScreenwriter","31 July 2022","The best thing about this series is the character of Helen. She's great.The rest is predictable. And the ending takes FOREVER to get to the point. Not recommended.","
            4/10
            "
"psxexperten","27 January 2024","Don't believe the high rating, they are from friends and family of the actors and movie makers.Oh dear, oh dear...
WORDS cannot express to you how outrageously terrible this TV series is.A utter abomination to the film industry.In the opening sequence a car is pursued along a highway, then off-road across the desert by a massive road train, which somehow both out-runs and outmaneuvers the car.I was feeling generous, so I'm giving a single star towards its well-executed special effects, but in a world where 2023 has raised the bar to sky-high standards, this film barely scrapes the term 'special.'","
            1/10
            "
"dotdixon","29 January 2022","Made by a certain UK broadcasting company and looks like they made this on a budget of £100, bosses pocketing the rest.Wow they have so much money from the viewers in the UK and then make trash like this, disgraceful.","
            1/10
            "
"fahoischen","18 January 2022","A very good series! An exciting and well constructed story, well drawn characters, good actors, good directing and an intriguing landscape. It's a shame it's just a miniseries with no sequel.","
            9/10
            "
"bexwhitfield","5 January 2022","There is so much to like about this series. It was gripping from the outset with non-stop action throughout. But it was the unpredictable twists and turns and the complex character development that really shone through.Top tier acting from the lead cast. Jamie Dornan portrayed this character so well and the supporting cast and their unconventional characters really bring this interesting story to life.All in all this is one of the best TV series I've seen in recent years. Go and watch it!","
            8/10
            "
"itaylor-50665","16 January 2022","Really gripping start in episodes 1 and 2. Made me hunger for the rest.But then, by episode 4 it all went south. It got silly and far too chatty. Strarted trurning into a comedy, albeit a dark one.And are most australians all obese or grimy backcountry types?Will watch the rest just to see what the story is.Sorry to say, it just got worse. Stupid, inane, confusing, frustrating. And when episode 5 was chock full of LSD repercussions, that clinched it. Dornan should be ashamed t hat he chose to participate in this.","
            1/10
            "
